controller,n_runs,scenario,completion_time_s_mean,completion_time_s_std,dyn_body_collision_steps_mean,dyn_body_collision_steps_std,dyn_exclusion_violation_steps_mean,dyn_exclusion_violation_steps_std,goal_reached_mean,goal_reached_std,max_cont_err_mean,max_cont_err_std,max_solve_ms_mean,max_solve_ms_std,mean_cont_err_mean,mean_cont_err_std,mean_lag_err_mean,mean_lag_err_std,mean_solve_ms_mean,mean_solve_ms_std,mean_speed_mean,mean_speed_std,min_clearance_m_mean,min_clearance_m_std,min_dyn_body_clearance_mean,min_dyn_body_clearance_std,path_efficiency_mean,path_efficiency_std,rms_cont_err_mean,rms_cont_err_std,rms_lag_err_mean,rms_lag_err_std,smoothness_mean,smoothness_std,solver_fail_count_mean,solver_fail_count_std,static_body_collision_steps_mean,static_body_collision_steps_std,static_zone_violation_steps_mean,static_zone_violation_steps_std,total_body_collision_steps_mean,total_body_collision_steps_std,worst_dyn_excl_depth_mean,worst_dyn_excl_depth_std
mpcc_soft,6,CorridorStructured,56.233333,1.781073,0.0,0.0,23.333333,11.967549,1.0,0.0,1.134583,0.326596,251.968333,138.50258,0.122583,0.047737,-0.002733,0.007006,37.295,0.494798,0.960767,0.023129,0.157594,0.107199,0.2636,0.102804,0.82775,0.009064,0.26425,0.086813,0.04425,0.019588,13.66855,2.362127,0.0,0.0,0.0,0.0,5.833333,5.01387,0.0,0.0,0.28616,0.215918
mpcc_soft,6,OpenClutter,52.233333,13.533867,0.166667,0.372678,18.333333,15.975676,0.833333,0.372678,1.03815,0.353839,586.926667,93.745504,0.142633,0.040203,-0.01425,0.027502,43.901667,5.133623,0.9112,0.09543,0.154253,0.161669,0.24541,0.178711,1.045667,0.50469,0.277033,0.084268,0.07025,0.073918,14.0511,3.996764,0.166667,0.372678,0.0,0.0,4.5,4.609772,0.166667,0.372678,0.241469,0.345088
