controller,n_runs,scenario,completion_time_s_mean,completion_time_s_std,dyn_body_collision_steps_mean,dyn_body_collision_steps_std,dyn_exclusion_violation_steps_mean,dyn_exclusion_violation_steps_std,goal_reached_mean,goal_reached_std,max_cont_err_mean,max_cont_err_std,max_solve_ms_mean,max_solve_ms_std,mean_cont_err_mean,mean_cont_err_std,mean_lag_err_mean,mean_lag_err_std,mean_solve_ms_mean,mean_solve_ms_std,mean_speed_mean,mean_speed_std,min_clearance_m_mean,min_clearance_m_std,min_dyn_body_clearance_mean,min_dyn_body_clearance_std,path_efficiency_mean,path_efficiency_std,rms_cont_err_mean,rms_cont_err_std,rms_lag_err_mean,rms_lag_err_std,smoothness_mean,smoothness_std,solver_fail_count_mean,solver_fail_count_std,static_body_collision_steps_mean,static_body_collision_steps_std,static_zone_violation_steps_mean,static_zone_violation_steps_std,total_body_collision_steps_mean,total_body_collision_steps_std,worst_dyn_excl_depth_mean,worst_dyn_excl_depth_std
mpcc_hard,6,CorridorStructured,26.883333,17.743583,0.0,0.0,1.333333,0.942809,0.166667,0.372678,0.547667,0.491584,193.725,84.709544,0.059217,0.053771,-0.000417,0.004659,28.465,4.48779,0.9354,0.087106,0.324548,0.180334,0.486029,0.275053,2.742167,1.704331,0.12975,0.111306,0.0215,0.0157,5.2841,4.651879,0.833333,0.372678,0.0,0.0,1.833333,4.099458,0.0,0.0,0.106241,0.077191
mpcc_hard,6,OpenClutter,40.75,19.301964,0.0,0.0,0.0,0.0,0.666667,0.471405,0.819917,0.544567,509.46,61.131414,0.101583,0.050927,-0.00265,0.002116,35.953333,7.589371,0.9659,0.023239,0.318728,0.174357,0.581173,0.303098,1.764367,1.447506,0.208417,0.127134,0.034633,0.010639,9.22775,4.47153,0.5,0.763763,0.0,0.0,2.833333,4.099458,0.0,0.0,0.0,0.0
