controller,n_runs,scenario,completion_time_s_mean,completion_time_s_std,dyn_body_collision_steps_mean,dyn_body_collision_steps_std,dyn_exclusion_violation_steps_mean,dyn_exclusion_violation_steps_std,goal_reached_mean,goal_reached_std,max_cont_err_mean,max_cont_err_std,max_solve_ms_mean,max_solve_ms_std,mean_cont_err_mean,mean_cont_err_std,mean_lag_err_mean,mean_lag_err_std,mean_solve_ms_mean,mean_solve_ms_std,mean_speed_mean,mean_speed_std,min_clearance_m_mean,min_clearance_m_std,min_dyn_body_clearance_mean,min_dyn_body_clearance_std,path_efficiency_mean,path_efficiency_std,rms_cont_err_mean,rms_cont_err_std,rms_lag_err_mean,rms_lag_err_std,smoothness_mean,smoothness_std,solver_fail_count_mean,solver_fail_count_std,static_body_collision_steps_mean,static_body_collision_steps_std,static_zone_violation_steps_mean,static_zone_violation_steps_std,total_body_collision_steps_mean,total_body_collision_steps_std,worst_dyn_excl_depth_mean,worst_dyn_excl_depth_std
mpcc_hard,60,CorridorStructured,41.308333,20.971562,0.0,0.0,0.183333,0.465176,0.483333,0.499722,0.783452,0.42278,391.541333,266.783233,0.107147,0.077419,-0.005487,0.007538,48.450667,10.596528,0.910055,0.106344,0.373139,0.149909,0.489883,0.20576,1.878525,1.464531,0.209522,0.13047,0.041457,0.030953,8.889612,5.350217,0.633333,0.795124,0.0,0.0,0.383333,0.984745,0.0,0.0,0.006995,0.021895
mpcc_hard,60,OpenClutter,38.813333,18.240198,0.0,0.0,0.166667,0.414997,0.5,0.5,0.762823,0.487969,620.412,181.154966,0.090328,0.058481,-0.00401,0.004738,49.792167,10.543697,0.961243,0.022398,0.38659,0.117254,0.532715,0.32118,1.801355,1.506876,0.185812,0.117609,0.032317,0.01916,8.798138,4.203968,0.6,0.522813,0.0,0.0,0.4,0.860233,0.0,0.0,0.011632,0.035037
