scenario,controller,path_id,seed_offset,termination_reason,congestion_tier,spawned_dyn_obs_count,goal_reached,steps_taken,completion_time_s,path_length,path_efficiency,mean_speed,std_speed,smoothness,mean_cont_err,rms_cont_err,max_cont_err,std_cont_err,mean_lag_err,rms_lag_err,max_lag_err,std_lag_err,mean_solve_ms,max_solve_ms,std_solve_ms,solver_fail_count,static_body_collision_steps,static_zone_violation_steps,dyn_body_collision_steps,dyn_exclusion_violation_steps,total_body_collision_steps,worst_dyn_excl_depth,worst_dyn_excl_step,worst_dyn_excl_obs,min_dyn_body_clearance,min_dyn_body_clearance_step,min_dyn_body_clearance_obs,mean_active_dyn_obs,max_active_dyn_obs,mean_state_mismatch,max_state_mismatch,min_clearance_m,error
CorridorStructured,mpc_soft,10,11,goal_reached,low,4,1,536,53.6,52.5157,0.8509,0.9798,0.0698,8.0805,0.0549,0.1387,0.7537,0.1274,-0.0058,0.0231,0.0496,0.0223,32.04,45.92,3.5,0,0,0,0,4,0,0.000625,218,0,0.424097,221,0,1.0075,3,0.0,0.0,0.296225,
CorridorStructured,mpc_soft,10,7,goal_reached,low,4,1,536,53.6,52.2043,0.8559,0.974,0.0769,6.6773,0.0143,0.0335,0.1916,0.0303,-0.0057,0.015,0.0491,0.0138,32.14,36.64,1.67,0,0,0,0,0,0,0.0,,,0.720087,345,2,0.9627,3,0.0,0.0,0.511175,
CorridorStructured,mpc_soft,10,13,goal_reached,low,4,1,536,53.6,52.2522,0.8552,0.9749,0.0836,9.8539,0.0798,0.1897,0.9682,0.1721,-0.0064,0.0191,0.0491,0.018,32.35,56.01,3.63,0,0,3,0,9,0,0.267889,204,0,0.287204,203,0,0.8377,3,0.0,2e-10,0.2,
CorridorStructured,mpc_soft,10,1,goal_reached,low,4,1,536,53.6,52.6354,0.8489,0.982,0.0721,10.9392,0.0713,0.1639,0.7156,0.1476,-0.0047,0.0243,0.0494,0.0238,32.59,45.43,2.17,0,0,0,0,4,0,0.000792,357,3,0.451705,360,3,0.7873,2,0.0,0.0,0.215462,
CorridorStructured,mpc_soft,10,5,goal_reached,low,4,1,536,53.6,52.5166,0.8509,0.9798,0.0747,10.8489,0.0531,0.1178,0.6349,0.1052,-0.0039,0.02,0.0495,0.0196,32.61,44.12,2.24,0,0,0,0,12,0,0.000316,427,2,0.367389,269,0,1.0075,2,0.0,0.0,0.367389,
CorridorStructured,mpc_soft,10,10,goal_reached,low,4,1,536,53.6,52.2926,0.8545,0.9756,0.0742,8.0343,0.0252,0.0625,0.3752,0.0572,-0.0058,0.0159,0.0493,0.0148,35.78,55.9,5.35,0,0,0,0,2,0,0.000176,248,3,0.510774,250,3,0.944,2,0.0,0.0,0.509882,
CorridorStructured,mpc_soft,10,0,goal_reached,low,4,1,536,53.6,52.4248,0.8523,0.9781,0.0785,10.761,0.0532,0.1188,0.642,0.1062,-0.0073,0.0228,0.0493,0.0216,35.64,55.67,5.11,0,0,0,0,5,0,0.000531,366,1,0.480187,368,1,1.097,2,0.0,0.0,0.480187,
CorridorStructured,mpc_soft,10,14,goal_reached,low,4,1,536,53.6,52.3697,0.8532,0.977,0.0783,9.8568,0.0412,0.0996,0.5404,0.0906,-0.0029,0.0226,0.0494,0.0224,39.73,59.45,7.74,0,0,0,0,9,0,0.001409,118,2,0.499019,438,0,0.9739,3,0.0,0.0,0.499019,
CorridorStructured,mpc_soft,10,19,solver_fail:Infeasible_Problem_Detected,low,4,0,136,13.6,12.3834,3.6084,0.9105,0.2481,4.2403,0.2566,0.4487,1.1244,0.3681,-0.017,0.0322,0.0494,0.0274,38.25,234.51,18.67,1,0,0,0,10,0,0.00161,103,3,0.421158,105,3,0.8235,1,0.0,0.0,0.207701,
CorridorStructured,mpc_soft,10,15,goal_reached,low,4,1,536,53.6,52.4594,0.8518,0.9787,0.0767,10.3573,0.0578,0.1473,0.8329,0.1355,-0.0039,0.0205,0.0492,0.0201,42.46,79.88,8.09,0,0,0,0,3,0,0.000787,238,2,0.49676,241,2,0.847,3,0.0,0.0,0.334684,
CorridorStructured,mpc_soft,10,6,goal_reached,low,4,1,536,53.6,52.547,0.8504,0.9804,0.0743,9.7319,0.1065,0.2712,1.3135,0.2495,-0.0053,0.0241,0.0495,0.0235,46.64,70.95,8.96,0,0,2,0,5,0,0.069881,154,3,0.418784,152,3,1.1754,2,0.0,0.0,0.2,
CorridorStructured,mpc_soft,10,3,goal_reached,low,4,1,550,55.0,52.8119,0.8461,0.9602,0.1562,8.9311,0.145,0.2655,0.9038,0.2224,-0.0079,0.0256,0.1324,0.0243,47.26,396.92,21.03,0,0,3,0,5,0,0.004616,354,2,0.44445,361,2,1.0782,3,2e-10,1.205e-07,0.2,
CorridorStructured,mpc_soft,10,9,goal_reached,low,4,1,536,53.6,52.5106,0.8509,0.9797,0.0702,9.1747,0.048,0.1379,0.8319,0.1293,-0.0043,0.0183,0.0491,0.0178,50.03,84.68,3.99,0,0,0,0,1,0,0.000848,234,3,0.549001,235,3,0.5187,3,0.0,0.0,0.489193,
CorridorStructured,mpc_soft,10,12,goal_reached,low,4,1,536,53.6,51.9385,0.8603,0.969,0.0881,7.5072,0.0297,0.0856,0.6005,0.0803,-0.006,0.0161,0.0491,0.015,49.89,93.22,4.07,0,0,2,0,5,0,0.000454,296,0,0.527456,108,3,0.7929,2,0.0,0.0,0.2,
