scenario,controller,weight_name,weight_factor,weight_value,path_id,seed_offset,termination_reason,congestion_tier,spawned_dyn_obs_count,goal_reached,steps_taken,completion_time_s,path_length,path_efficiency,mean_speed,std_speed,smoothness,mean_cont_err,rms_cont_err,max_cont_err,std_cont_err,mean_lag_err,rms_lag_err,max_lag_err,std_lag_err,mean_solve_ms,max_solve_ms,std_solve_ms,solver_fail_count,static_body_collision_steps,static_zone_violation_steps,dyn_body_collision_steps,dyn_exclusion_violation_steps,total_body_collision_steps,worst_dyn_excl_depth,worst_dyn_excl_step,worst_dyn_excl_obs,min_dyn_body_clearance,min_dyn_body_clearance_step,min_dyn_body_clearance_obs,mean_active_dyn_obs,max_active_dyn_obs,mean_state_mismatch,max_state_mismatch,min_clearance_m,error
OpenClutter,mpcc_soft,q_vs,0.5,5.0,11,2,goal_reached,high,12,1,566,56.6,54.4857,0.8014,0.9626,0.0953,16.686,0.2476,0.5151,1.8997,0.4517,-0.0122,0.0899,1.0215,0.0891,37.17,197.34,12.83,0,0,2,0,29,0,0.025655,371,0,0.363147,372,0,2.4258,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,q_vs,0.5,5.0,11,4,goal_reached,high,12,1,556,55.6,52.6071,0.83,0.9462,0.1377,11.2405,0.0855,0.1597,0.618,0.1349,-0.0119,0.0714,0.5627,0.0704,37.88,210.24,13.58,0,0,0,0,18,0,0.000217,186,7,0.40928,293,11,2.4317,4,0.0,0.0,0.369794,
OpenClutter,mpcc_soft,q_vs,0.5,5.0,11,5,goal_reached,high,12,1,551,55.1,52.6601,0.8291,0.9557,0.0956,12.6963,0.1309,0.2728,1.2625,0.2394,-0.0049,0.026,0.0497,0.0255,38.37,155.42,11.37,0,0,0,0,30,0,0.000581,207,3,0.373541,256,9,2.7205,4,0.0,0.0,0.373541,
OpenClutter,mpcc_soft,q_vs,0.5,5.0,11,7,goal_reached,high,12,1,568,56.8,53.4782,0.8164,0.9415,0.1492,15.6161,0.1301,0.2749,1.1468,0.2422,-0.0015,0.0271,0.0496,0.0271,37.94,231.64,13.23,0,0,0,0,7,0,0.001692,228,7,0.414268,226,7,2.9665,4,0.0,0.0,0.414268,
OpenClutter,mpcc_soft,q_vs,1.0,10.0,11,1,dyn_body_collision,high,12,0,329,32.9,32.0622,1.3618,0.9745,0.1021,10.1316,0.2098,0.4291,2.1807,0.3743,-0.0061,0.0318,0.2187,0.0312,41.11,446.77,27.28,0,0,0,1,14,1,0.747303,328,8,-0.026782,328,8,2.6687,4,0.0,0.0,-0.026782,
OpenClutter,mpcc_soft,q_vs,0.5,5.0,11,8,goal_reached,high,12,1,565,56.5,52.2879,0.835,0.4416,0.8365,12.4177,0.0713,0.1496,0.6399,0.1315,0.0006,0.0276,0.0496,0.0276,36.53,277.92,18.9,0,0,7,0,14,0,0.279828,419,5,0.369807,214,7,2.354,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,q_vs,1.0,10.0,11,6,dyn_body_collision,high,12,0,170,17.0,15.7526,2.7717,0.9266,0.2248,5.9735,0.219,0.3443,0.7783,0.2656,-0.0017,0.0218,0.0487,0.0217,46.99,284.28,26.71,0,0,11,1,17,1,0.716584,169,11,-0.011297,169,11,2.7824,4,0.0,0.0,-0.011297,
OpenClutter,mpcc_soft,q_vs,0.5,5.0,11,9,goal_reached,high,12,1,549,54.9,53.4069,0.8175,0.9728,0.0733,12.4769,0.1445,0.2762,1.1818,0.2354,-0.0031,0.0287,0.1759,0.0286,35.89,167.59,10.87,0,0,0,0,8,0,0.002269,219,3,0.377485,466,6,2.7869,4,0.0,0.0,0.377485,
OpenClutter,mpcc_soft,q_vs,1.0,10.0,11,0,goal_reached,high,12,1,580,58.0,54.7529,0.7974,0.9404,0.1923,17.2266,0.1622,0.3,1.13,0.2524,-0.0162,0.099,0.6246,0.0977,35.27,317.67,18.42,0,0,2,0,8,0,0.000496,206,2,0.439905,361,8,2.7224,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,q_vs,1.0,10.0,11,4,goal_reached,high,12,1,555,55.5,53.0845,0.8225,0.9565,0.1166,12.2346,0.0991,0.1848,0.7842,0.1559,-0.0144,0.0756,0.6696,0.0742,37.0,230.9,13.53,0,0,0,0,19,0,0.000317,187,7,0.412177,293,11,2.4306,4,0.0,0.0,0.37134,
OpenClutter,mpcc_soft,q_vs,1.0,10.0,11,2,goal_reached,high,12,1,561,56.1,54.163,0.8061,-0.5609,0.7927,17.525,0.2453,0.4889,1.7321,0.4229,-0.0086,0.0682,0.815,0.0677,41.32,648.41,29.13,0,0,2,0,24,0,0.022693,371,0,0.36507,372,0,2.4029,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,q_vs,1.0,10.0,11,3,goal_reached,high,12,1,580,58.0,55.8982,0.7811,0.9638,0.1393,21.8124,0.2795,0.4731,1.926,0.3817,-0.0148,0.0819,0.9368,0.0805,39.07,306.76,17.42,0,0,4,0,19,0,0.240235,230,1,0.358661,229,1,2.6034,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,q_vs,1.0,10.0,11,5,goal_reached,high,12,1,548,54.8,52.6061,0.83,0.96,0.1031,12.4892,0.1484,0.2902,1.2619,0.2494,0.004,0.0266,0.0496,0.0263,39.86,203.88,12.61,0,0,0,0,24,0,0.000554,207,3,0.378078,256,9,2.7372,4,0.0,0.0,0.378078,
OpenClutter,mpcc_soft,q_vs,1.0,10.0,11,8,goal_reached,high,12,1,547,54.7,51.8351,0.8423,0.9476,0.1439,11.4014,0.0667,0.1347,0.5895,0.1171,-0.0041,0.0263,0.0498,0.026,37.03,625.66,28.9,1,0,4,0,9,0,0.212239,413,5,0.369421,214,7,2.2925,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,q_vs,1.0,10.0,11,7,goal_reached,high,12,1,569,56.9,53.5414,0.8155,0.941,0.1633,16.1412,0.1141,0.2291,1.0337,0.1987,-0.0073,0.0471,0.3747,0.0465,38.88,244.17,13.99,0,0,2,0,9,0,0.001837,228,7,0.418442,226,7,2.9613,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,q_vs,1.0,10.0,11,9,goal_reached,high,12,1,543,54.3,52.951,0.8246,0.9752,0.0513,11.1975,0.1368,0.2502,0.8034,0.2095,-0.0014,0.0289,0.2184,0.0289,36.51,237.87,12.36,0,0,0,0,8,0,0.000374,86,8,0.448396,214,3,2.7882,4,0.0,0.0,0.448396,
OpenClutter,mpcc_soft,q_vs,2.0,20.0,11,2,goal_reached,high,12,1,561,56.1,54.3203,0.8038,0.9683,0.0951,17.5043,0.2617,0.5009,1.7081,0.4271,-0.0149,0.0988,1.0799,0.0977,39.06,434.62,24.21,0,0,3,0,22,0,0.036065,371,0,0.359685,372,0,2.3975,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,q_vs,2.0,20.0,11,0,goal_reached,high,12,1,599,59.9,57.122,0.7644,0.9536,0.1671,19.75,0.3795,0.6573,2.4884,0.5367,-0.0227,0.0891,0.6413,0.0862,39.83,582.61,33.48,1,0,3,0,16,0,0.116309,479,9,0.458243,365,8,2.5993,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,q_vs,2.0,20.0,11,1,goal_reached,high,12,1,562,56.2,53.0437,0.8231,0.9438,0.1867,15.8156,0.1834,0.2957,0.9877,0.232,-0.0056,0.0353,0.3406,0.0349,42.26,409.76,22.55,0,0,5,0,20,0,0.256189,315,8,0.311576,316,8,2.8808,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,q_vs,2.0,20.0,11,3,goal_reached,high,12,1,581,58.1,55.8686,0.7815,0.9616,0.1359,21.0247,0.3095,0.4915,1.8659,0.3819,-0.0132,0.081,0.9279,0.08,39.12,591.16,29.59,0,0,3,0,18,0,0.110702,230,1,0.392969,216,8,2.6076,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,q_vs,2.0,20.0,11,4,goal_reached,high,12,1,554,55.4,53.535,0.8156,0.9663,0.081,13.1858,0.1208,0.2253,0.9362,0.1901,-0.0151,0.0724,0.7854,0.0708,40.33,314.9,16.98,0,0,0,0,16,0,0.000461,294,11,0.40779,295,11,2.4314,4,0.0,0.0,0.372924,
OpenClutter,mpcc_soft,q_vs,2.0,20.0,11,5,goal_reached,high,12,1,545,54.5,52.7372,0.8279,0.9677,0.0964,13.9138,0.2068,0.3567,1.2647,0.2907,-0.0004,0.0272,0.0498,0.0272,39.15,346.58,16.59,0,0,2,0,21,0,0.000594,206,3,0.373349,372,10,2.7615,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,rho_dyn,0.5,50000.0,11,1,dyn_body_collision,high,12,0,329,32.9,32.0625,1.3618,0.9745,0.1022,10.1335,0.2098,0.4291,2.1807,0.3743,-0.0065,0.032,0.2186,0.0314,39.76,663.08,37.32,0,0,0,1,14,1,0.74714,328,8,-0.026548,328,8,2.6687,4,0.0,0.0,-0.026548,
OpenClutter,mpcc_soft,q_vs,2.0,20.0,11,7,goal_reached,high,12,1,568,56.8,53.8271,0.8112,0.9477,0.149,16.3799,0.1352,0.2586,1.052,0.2205,-0.0106,0.0627,0.607,0.0618,38.31,394.87,21.05,0,0,2,0,9,0,0.001664,228,7,0.41801,226,7,2.9472,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,q_vs,2.0,20.0,11,8,goal_reached,high,12,1,546,54.6,51.7747,0.8433,0.9483,0.1434,11.2012,0.0727,0.141,0.5877,0.1208,-0.0026,0.027,0.0497,0.0269,38.65,675.56,30.69,1,0,4,0,9,0,0.20807,412,5,0.369238,214,7,2.2875,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,rho_dyn,0.5,50000.0,11,6,dyn_body_collision,high,12,0,170,17.0,15.7556,2.7712,0.9268,0.2244,5.9739,0.2191,0.3445,0.7788,0.2658,-0.0015,0.0218,0.0493,0.0217,44.88,236.89,24.08,0,0,10,1,17,1,0.7166,169,11,-0.011262,169,11,2.7824,4,0.0,0.0,-0.011262,
OpenClutter,mpcc_soft,q_vs,2.0,20.0,11,6,goal_reached,high,12,1,598,59.8,54.1476,0.8064,0.9011,0.2529,25.4793,0.3007,0.47,1.4521,0.3613,0.0006,0.0274,0.0499,0.0273,43.5,464.03,27.83,0,0,12,0,46,0,0.692804,171,11,0.087075,171,11,2.8712,4,0.0,0.0,0.087075,
OpenClutter,mpcc_soft,q_vs,2.0,20.0,11,9,goal_reached,high,12,1,543,54.3,52.9977,0.8239,0.976,0.0513,10.559,0.1521,0.2663,0.7978,0.2185,-0.0001,0.0313,0.2648,0.0313,37.95,405.09,18.11,0,0,0,0,8,0,0.0005,86,8,0.448024,214,3,2.7882,4,0.0,0.0,0.448024,
OpenClutter,mpcc_soft,rho_dyn,0.5,50000.0,11,0,goal_reached,high,12,1,580,58.0,54.7473,0.7975,0.9404,0.1923,17.0142,0.1609,0.2994,1.1299,0.2525,-0.0168,0.1003,0.6242,0.0989,36.51,294.41,18.18,0,0,2,0,8,0,0.000986,206,2,0.439796,361,8,2.7224,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,rho_dyn,0.5,50000.0,11,2,goal_reached,high,12,1,563,56.3,54.3558,0.8033,-0.5587,0.7944,17.3315,0.2559,0.5153,1.8441,0.4472,-0.0128,0.0947,1.0581,0.0938,38.84,650.16,29.76,1,0,3,0,25,0,0.036549,371,0,0.358515,372,0,2.4032,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,rho_dyn,0.5,50000.0,11,4,goal_reached,high,12,1,555,55.5,53.1788,0.821,0.9582,0.1103,12.4553,0.1023,0.1904,0.7843,0.1606,-0.0143,0.0718,0.6698,0.0703,36.29,273.07,15.24,0,0,0,0,22,0,0.000618,187,7,0.410352,294,11,2.4306,4,0.0,0.0,0.371376,
OpenClutter,mpcc_soft,rho_dyn,0.5,50000.0,11,3,goal_reached,high,12,1,579,57.9,55.7289,0.7835,0.9625,0.1456,21.0111,0.2594,0.4553,1.9225,0.3742,-0.0089,0.0814,0.9339,0.0809,35.87,428.77,22.83,0,0,4,0,19,0,0.239606,230,1,0.358978,229,1,2.5941,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,rho_dyn,0.5,50000.0,11,5,goal_reached,high,12,1,548,54.8,52.6086,0.8299,0.96,0.103,12.5016,0.1484,0.2902,1.2616,0.2493,0.004,0.0266,0.0496,0.0263,38.17,215.12,13.13,0,0,0,0,25,0,0.001096,207,3,0.378082,256,9,2.7372,4,0.0,0.0,0.378082,
OpenClutter,mpcc_soft,rho_dyn,1.0,100000.0,11,1,dyn_body_collision,high,12,0,329,32.9,32.0622,1.3618,0.9745,0.1021,10.1316,0.2098,0.4291,2.1807,0.3743,-0.0061,0.0318,0.2187,0.0312,39.04,488.0,28.22,0,0,0,1,14,1,0.747303,328,8,-0.026782,328,8,2.6687,4,0.0,0.0,-0.026782,
OpenClutter,mpcc_soft,rho_dyn,1.0,100000.0,11,6,dyn_body_collision,high,12,0,170,17.0,15.7526,2.7717,0.9266,0.2248,5.9735,0.219,0.3443,0.7783,0.2656,-0.0017,0.0218,0.0487,0.0217,43.96,268.47,26.85,0,0,11,1,17,1,0.716584,169,11,-0.011297,169,11,2.7824,4,0.0,0.0,-0.011297,
OpenClutter,mpcc_soft,rho_dyn,0.5,50000.0,11,7,goal_reached,high,12,1,569,56.9,53.5401,0.8155,0.941,0.1634,16.1412,0.114,0.2289,1.0318,0.1985,-0.0074,0.047,0.3743,0.0464,36.51,250.57,13.6,0,0,2,0,9,0,0.003184,228,7,0.4175,226,7,2.9613,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,rho_dyn,0.5,50000.0,11,9,goal_reached,high,12,1,543,54.3,52.9507,0.8246,0.9752,0.0513,11.1968,0.1368,0.2502,0.8034,0.2095,-0.0013,0.0289,0.2182,0.0289,35.39,211.33,10.9,0,0,0,0,8,0,0.000746,86,8,0.448368,214,3,2.7882,4,0.0,0.0,0.448368,
OpenClutter,mpcc_soft,rho_dyn,0.5,50000.0,11,8,goal_reached,high,12,1,547,54.7,51.8599,0.8419,0.9481,0.1439,11.36,0.0665,0.1338,0.5878,0.1161,-0.0026,0.0267,0.0496,0.0266,37.66,699.97,30.99,1,0,4,0,9,0,0.20688,413,5,0.369343,214,7,2.2907,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,rho_dyn,1.0,100000.0,11,0,goal_reached,high,12,1,580,58.0,54.7529,0.7974,0.9404,0.1923,17.2266,0.1622,0.3,1.13,0.2524,-0.0162,0.099,0.6246,0.0977,38.78,342.32,20.76,0,0,2,0,8,0,0.000496,206,2,0.439905,361,8,2.7224,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,rho_dyn,1.0,100000.0,11,4,goal_reached,high,12,1,555,55.5,53.0845,0.8225,0.9565,0.1166,12.2346,0.0991,0.1848,0.7842,0.1559,-0.0144,0.0756,0.6696,0.0742,35.91,264.05,14.66,0,0,0,0,19,0,0.000317,187,7,0.412177,293,11,2.4306,4,0.0,0.0,0.37134,
OpenClutter,mpcc_soft,rho_dyn,1.0,100000.0,11,3,goal_reached,high,12,1,580,58.0,55.8982,0.7811,0.9638,0.1393,21.8124,0.2795,0.4731,1.926,0.3817,-0.0148,0.0819,0.9368,0.0805,36.98,257.95,17.07,0,0,4,0,19,0,0.240235,230,1,0.358661,229,1,2.6034,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,rho_dyn,1.0,100000.0,11,2,goal_reached,high,12,1,561,56.1,54.163,0.8061,-0.5609,0.7927,17.525,0.2453,0.4889,1.7321,0.4229,-0.0086,0.0682,0.815,0.0677,39.93,666.05,29.49,0,0,2,0,24,0,0.022693,371,0,0.36507,372,0,2.4029,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,rho_dyn,1.0,100000.0,11,5,goal_reached,high,12,1,548,54.8,52.6061,0.83,0.96,0.1031,12.4892,0.1484,0.2902,1.2619,0.2494,0.004,0.0266,0.0496,0.0263,35.82,183.71,11.31,0,0,0,0,24,0,0.000554,207,3,0.378078,256,9,2.7372,4,0.0,0.0,0.378078,
OpenClutter,mpcc_soft,rho_dyn,2.0,200000.0,11,1,dyn_body_collision,high,12,0,329,32.9,32.0622,1.3618,0.9745,0.1021,10.1311,0.2099,0.4291,2.1809,0.3743,-0.0062,0.0318,0.2187,0.0312,37.8,402.57,26.64,0,0,0,1,14,1,0.747307,328,8,-0.026838,328,8,2.6687,4,0.0,0.0,-0.026838,
OpenClutter,mpcc_soft,rho_dyn,1.0,100000.0,11,7,goal_reached,high,12,1,569,56.9,53.5414,0.8155,0.941,0.1633,16.1412,0.1141,0.2291,1.0337,0.1987,-0.0073,0.0471,0.3747,0.0465,36.59,192.96,12.27,0,0,2,0,9,0,0.001837,228,7,0.418442,226,7,2.9613,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,rho_dyn,2.0,200000.0,11,6,dyn_body_collision,high,12,0,170,17.0,15.7511,2.772,0.9265,0.2249,5.9735,0.219,0.3442,0.7781,0.2656,-0.0018,0.0218,0.0493,0.0217,46.65,212.6,25.25,0,0,11,1,17,1,0.716642,169,11,-0.011352,169,11,2.7824,4,0.0,0.0,-0.011352,
OpenClutter,mpcc_soft,rho_dyn,1.0,100000.0,11,8,goal_reached,high,12,1,547,54.7,51.8351,0.8423,0.9476,0.1439,11.4014,0.0667,0.1347,0.5895,0.1171,-0.0041,0.0263,0.0498,0.026,37.47,541.75,24.58,1,0,4,0,9,0,0.212239,413,5,0.369421,214,7,2.2925,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,rho_dyn,1.0,100000.0,11,9,goal_reached,high,12,1,543,54.3,52.951,0.8246,0.9752,0.0513,11.1975,0.1368,0.2502,0.8034,0.2095,-0.0014,0.0289,0.2184,0.0289,37.66,260.97,13.39,0,0,0,0,8,0,0.000374,86,8,0.448396,214,3,2.7882,4,0.0,0.0,0.448396,
CorridorStructured,mpcc_hard,q_cont,0.5,1.5,10,0,solver_fail:Infeasible_Problem_Detected,low,4,0,180,18.0,17.1164,2.6106,0.9509,0.0763,3.2032,0.0449,0.0982,0.3593,0.0873,-0.0027,0.0265,0.0494,0.0264,30.62,172.68,15.24,1,0,0,0,0,0,0.0,135,0,0.524371,135,0,1.0833,2,0.0,0.0,0.390321,
OpenClutter,mpcc_soft,rho_dyn,2.0,200000.0,11,0,goal_reached,high,12,1,579,57.9,54.983,0.7941,0.9427,0.194,16.8451,0.162,0.3005,1.1301,0.2531,-0.0177,0.0991,0.6245,0.0975,38.57,359.76,22.1,0,0,2,0,9,0,0.000249,206,2,0.439959,361,8,2.715,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,rho_dyn,2.0,200000.0,11,2,goal_reached,high,12,1,561,56.1,54.1605,0.8062,-0.5608,0.7928,17.6344,0.2462,0.4916,1.7428,0.4255,-0.0106,0.0706,0.8354,0.0698,40.6,551.81,25.56,1,0,2,0,22,0,0.022845,371,0,0.365315,371,0,2.4011,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,rho_dyn,2.0,200000.0,11,3,goal_reached,high,12,1,580,58.0,55.9369,0.7806,0.9644,0.1384,21.7633,0.2825,0.4757,1.9279,0.3827,-0.015,0.0822,0.9383,0.0808,37.67,341.76,18.62,0,0,4,0,19,0,0.241229,230,1,0.358153,229,1,2.6052,4,0.0,0.0,0.2,
OpenClutter,mpcc_soft,rho_dyn,2.0,200000.0,11,4,goal_reached,high,12,1,555,55.5,53.0795,0.8226,0.9564,0.1166,12.2341,0.0991,0.1848,0.7841,0.1559,-0.0144,0.0755,0.6695,0.0742,36.4,290.01,14.99,0,0,0,0,18,0,0.000161,187,7,0.412186,293,11,2.4306,4,0.0,0.0,0.371326,
OpenClutter,mpcc_soft,rho_dyn,2.0,200000.0,11,5,goal_reached,high,12,1,548,54.8,52.606,0.83,0.96,0.1031,12.4894,0.1484,0.2902,1.2621,0.2494,0.004,0.0266,0.0496,0.0263,36.39,297.12,15.24,0,0,0,0,19,0,0.000279,207,3,0.378083,256,9,2.7372,4,0.0,0.0,0.378083,
OpenClutter,mpcc_soft,rho_dyn,2.0,200000.0,11,7,goal_reached,high,12,1,569,56.9,53.5424,0.8155,0.941,0.1633,16.1435,0.1141,0.2293,1.0352,0.1989,-0.0075,0.0471,0.3751,0.0465,36.66,217.45,14.35,0,0,2,0,9,0,0.000924,228,7,0.418852,226,7,2.9613,4,0.0,0.0,0.2,
CorridorStructured,mpcc_hard,q_cont,0.5,1.5,10,1,goal_reached,low,4,1,564,56.4,52.9799,0.8434,0.9394,0.0475,8.6993,0.0543,0.1366,0.7144,0.1254,-0.0029,0.0293,0.0495,0.0292,26.63,64.56,7.49,0,0,0,0,0,0,0.0,65,1,0.460085,380,3,0.7216,2,0.0,0.0,0.454329,
CorridorStructured,mpcc_hard,q_cont,0.5,1.5,10,3,goal_reached,low,4,1,569,56.9,53.1651,0.8405,0.9344,0.044,7.6161,0.0249,0.0576,0.3456,0.052,-0.0045,0.0304,0.2576,0.0301,27.69,64.16,7.38,0,0,0,0,0,0,0.0,,,0.457474,356,2,0.9965,3,0.0,0.0,0.204408,
OpenClutter,mpcc_soft,rho_dyn,2.0,200000.0,11,8,goal_reached,high,12,1,561,56.1,52.1949,0.8365,0.4457,0.838,12.3647,0.0751,0.1525,0.6364,0.1327,-0.0026,0.0275,0.0497,0.0274,36.26,209.11,15.98,0,0,0,0,13,0,0.305425,420,5,0.369461,214,7,2.3458,4,0.0,0.0,0.20306,
OpenClutter,mpcc_soft,rho_dyn,2.0,200000.0,11,9,goal_reached,high,12,1,543,54.3,52.9511,0.8246,0.9752,0.0513,11.1978,0.1368,0.2503,0.8034,0.2095,-0.0015,0.0289,0.2186,0.0289,36.95,192.62,11.3,0,0,0,0,8,0,0.000188,86,8,0.448408,214,3,2.7882,4,0.0,0.0,0.448408,
CorridorStructured,mpcc_hard,q_cont,0.5,1.5,10,2,goal_reached,low,4,1,600,60.0,55.2117,0.8093,0.9202,0.1563,14.7347,0.1617,0.3304,1.5775,0.2881,-0.0157,0.1101,1.2108,0.109,30.17,317.72,19.45,0,0,3,0,0,0,0.0,121,3,0.426074,119,3,1.2417,3,0.0,0.0,0.2,
CorridorStructured,mpcc_hard,q_cont,0.5,1.5,10,8,solver_fail:Infeasible_Problem_Detected,low,4,0,283,28.3,25.9314,1.7232,0.9163,0.1899,6.6152,0.1357,0.2852,1.184,0.2509,-0.0017,0.0282,0.0494,0.0282,29.88,364.77,21.92,1,0,0,0,0,0,0.0,151,0,0.441944,163,0,1.0283,2,0.0,0.0,0.441944,
CorridorStructured,mpcc_hard,q_cont,1.0,3.0,10,0,solver_fail:Infeasible_Problem_Detected,low,4,0,180,18.0,17.1145,2.6109,0.9508,0.0765,3.2042,0.041,0.0933,0.3599,0.0838,-0.0044,0.0271,0.0494,0.0267,32.21,361.56,26.02,1,0,0,0,0,0,0.0,135,0,0.523614,135,0,1.0833,2,0.0,0.0,0.38844,
CorridorStructured,mpcc_hard,q_cont,0.5,1.5,10,5,goal_reached,low,4,1,566,56.6,53.2573,0.839,0.9409,0.0874,10.4066,0.1001,0.2129,0.8977,0.1879,0.0011,0.0262,0.0494,0.0262,28.83,144.4,10.62,0,0,0,0,0,0,0.0,470,1,0.449902,475,2,0.9947,2,0.0,0.0,0.420833,
CorridorStructured,mpcc_hard,q_cont,0.5,1.5,10,7,goal_reached,low,4,1,563,56.3,52.4941,0.8512,0.9324,0.0455,7.0762,0.0188,0.0414,0.2893,0.0369,-0.0026,0.0285,0.0494,0.0283,28.64,147.8,9.73,0,0,0,0,0,0,0.0,355,2,0.535582,355,2,1.0053,3,0.0,0.0,0.41098,
CorridorStructured,mpcc_hard,q_cont,0.5,1.5,10,6,goal_reached,low,4,1,573,57.3,53.3743,0.8372,0.9315,0.0868,9.9795,0.0377,0.094,0.4652,0.0861,-0.0052,0.0299,0.0495,0.0295,29.93,297.98,13.75,0,0,0,0,0,0,0.0,151,3,0.47376,163,3,1.2269,2,0.0,0.0,0.371149,
CorridorStructured,mpcc_hard,q_cont,0.5,1.5,10,9,goal_reached,low,4,1,565,56.5,53.1008,0.8415,0.9398,0.0476,7.885,0.0649,0.1779,0.9297,0.1657,-0.0031,0.0292,0.0494,0.029,28.45,80.98,8.22,0,0,0,0,0,0,0.0,239,3,0.53944,238,3,0.4513,3,0.0,0.0,0.452719,
CorridorStructured,mpcc_hard,q_cont,1.0,3.0,10,1,goal_reached,low,4,1,565,56.5,53.0581,0.8422,0.9391,0.0496,8.9691,0.0452,0.1251,0.7143,0.1166,-0.0027,0.029,0.0497,0.0289,28.66,70.43,8.33,0,0,0,0,0,0,0.0,65,1,0.403613,380,3,0.7204,2,0.0,0.0,0.403613,
CorridorStructured,mpcc_hard,q_cont,0.5,1.5,10,4,max_steps,low,4,0,800,80.0,31.5884,1.4146,0.3949,0.4576,6.9662,0.0509,0.0627,0.1367,0.0367,0.015,0.0292,0.0494,0.0251,33.2,162.99,12.72,0,0,0,0,0,0,0.0,,,0.735849,706,2,1.22,3,0.0,0.0,0.449463,
CorridorStructured,mpcc_hard,q_cont,2.0,6.0,10,0,solver_fail:Infeasible_Problem_Detected,low,4,0,180,18.0,17.123,2.6096,0.9513,0.0767,3.3109,0.0372,0.0889,0.3626,0.0808,-0.0063,0.028,0.0494,0.0273,30.8,380.21,29.13,1,0,0,0,0,0,0.0,135,0,0.522609,135,0,1.0833,2,0.0,0.0,0.386022,
CorridorStructured,mpcc_hard,q_cont,1.0,3.0,10,8,solver_fail:Infeasible_Problem_Detected,low,4,0,278,27.8,25.653,1.7419,0.9228,0.1743,6.3602,0.1098,0.2397,0.8376,0.2131,-0.0033,0.0282,0.0494,0.028,28.01,263.96,18.46,1,0,0,0,1,0,0.117166,277,2,0.430354,277,2,1.0324,2,0.0,0.0,0.430354,
CorridorStructured,mpcc_hard,q_cont,1.0,3.0,10,5,solver_fail:Infeasible_Problem_Detected,low,4,0,464,46.4,44.0303,1.0148,0.9489,0.0692,10.1642,0.0642,0.1418,0.9109,0.1264,0.0082,0.0295,0.0495,0.0283,29.56,138.77,10.11,1,0,0,0,1,0,0.056826,463,2,0.447416,457,2,0.931,2,0.0,0.0,0.438719,
CorridorStructured,mpcc_hard,q_cont,1.0,3.0,10,3,goal_reached,low,4,1,570,57.0,53.188,0.8401,0.9331,0.046,7.6811,0.0197,0.0513,0.3399,0.0474,-0.0032,0.0306,0.2544,0.0305,29.06,90.1,8.01,0,0,0,0,0,0,0.0,,,0.466606,356,2,0.9965,3,0.0,0.0,0.210124,
CorridorStructured,mpcc_hard,q_cont,1.0,3.0,10,2,goal_reached,low,4,1,599,59.9,55.2226,0.8092,0.9219,0.1485,15.5613,0.1478,0.3257,1.6011,0.2902,-0.0135,0.0976,1.1087,0.0967,29.86,292.38,16.33,0,0,2,0,0,0,0.0,121,3,0.420903,119,3,1.2354,3,0.0,0.0,0.2,
CorridorStructured,mpcc_hard,q_cont,1.0,3.0,10,7,goal_reached,low,4,1,563,56.3,52.4657,0.8517,0.9319,0.0462,7.0245,0.0147,0.036,0.2867,0.0329,-0.0036,0.029,0.0494,0.0287,29.05,77.4,7.85,0,0,0,0,0,0,0.0,355,2,0.535657,355,2,1.0053,3,0.0,0.0,0.413268,
CorridorStructured,mpcc_hard,q_cont,1.0,3.0,10,6,goal_reached,low,4,1,573,57.3,53.4425,0.8361,0.9327,0.0769,10.1319,0.0344,0.0946,0.5283,0.0881,-0.0021,0.0279,0.0495,0.0278,28.6,282.47,13.06,0,0,0,0,0,0,0.0,,,0.467446,152,3,1.2251,2,0.0,0.0,0.298495,
