scenario,controller,weight_name,weight_factor,weight_value,path_id,seed_offset,termination_reason,congestion_tier,spawned_dyn_obs_count,goal_reached,steps_taken,completion_time_s,path_length,path_efficiency,mean_speed,std_speed,smoothness,mean_cont_err,rms_cont_err,max_cont_err,std_cont_err,mean_lag_err,rms_lag_err,max_lag_err,std_lag_err,mean_solve_ms,max_solve_ms,std_solve_ms,solver_fail_count,static_body_collision_steps,static_zone_violation_steps,dyn_body_collision_steps,dyn_exclusion_violation_steps,total_body_collision_steps,worst_dyn_excl_depth,worst_dyn_excl_step,worst_dyn_excl_obs,min_dyn_body_clearance,min_dyn_body_clearance_step,min_dyn_body_clearance_obs,mean_active_dyn_obs,max_active_dyn_obs,mean_state_mismatch,max_state_mismatch,min_clearance_m,error
CorridorStructured,mpcc_soft,q_cont,1.0,3.0,10,1,goal_reached,low,4,1,565,56.5,53.0477,0.8423,0.9389,0.0497,8.943,0.045,0.125,0.7142,0.1166,-0.0029,0.0288,0.0497,0.0287,31.02,64.84,7.77,0,0,0,0,1,0,0.000343,65,1,0.40094,380,3,0.7204,2,0.0,0.0,0.40094,
CorridorStructured,mpcc_soft,q_cont,0.5,1.5,10,5,goal_reached,low,4,1,566,56.6,53.2555,0.839,0.9409,0.0875,10.3751,0.1001,0.2131,0.8991,0.1881,0.001,0.0262,0.0493,0.0262,31.42,82.98,8.48,0,0,0,0,14,0,0.000148,470,2,0.449814,475,2,0.9947,2,0.0,0.0,0.42093,
CorridorStructured,mpcc_soft,q_cont,0.5,1.5,10,1,goal_reached,low,4,1,564,56.4,52.9794,0.8434,0.9394,0.0475,8.6985,0.0543,0.1366,0.7143,0.1254,-0.003,0.0293,0.0494,0.0292,31.87,125.71,8.57,0,0,0,0,1,0,0.000266,65,1,0.46006,380,3,0.7216,2,0.0,0.0,0.454398,
CorridorStructured,mpcc_soft,q_cont,0.5,1.5,10,9,goal_reached,low,4,1,565,56.5,53.1002,0.8415,0.9398,0.0476,7.8844,0.0648,0.1779,0.9296,0.1656,-0.0033,0.0292,0.0494,0.029,32.7,91.66,8.69,0,0,0,0,2,0,0.000319,239,3,0.539426,238,3,0.4513,3,0.0,0.0,0.452762,
CorridorStructured,mpcc_soft,q_cont,0.5,1.5,10,0,goal_reached,low,4,1,571,57.1,52.8784,0.845,0.9261,0.1492,12.166,0.0942,0.1781,0.6323,0.1512,-0.0034,0.0272,0.0857,0.027,32.84,133.75,10.98,0,0,5,0,20,0,0.600333,209,2,0.054359,209,2,1.0648,2,0.0,0.0,0.054359,
CorridorStructured,mpcc_soft,q_cont,0.5,1.5,10,6,goal_reached,low,4,1,573,57.3,53.3732,0.8372,0.9315,0.0868,9.9778,0.0377,0.0939,0.4649,0.086,-0.0051,0.0299,0.0493,0.0295,32.64,332.49,14.82,0,0,0,0,1,0,0.000315,151,3,0.47372,163,3,1.2269,2,0.0,0.0,0.371342,
CorridorStructured,mpcc_soft,q_cont,0.5,1.5,10,3,goal_reached,low,4,1,569,56.9,53.1644,0.8405,0.9343,0.044,7.6149,0.0248,0.0576,0.3456,0.0519,-0.0047,0.0304,0.2575,0.0301,33.02,91.97,8.56,0,0,0,0,0,0,0.0,,,0.457461,356,2,0.9965,3,0.0,0.0,0.204441,
CorridorStructured,mpcc_soft,q_cont,0.5,1.5,10,7,goal_reached,low,4,1,563,56.3,52.4937,0.8512,0.9324,0.0455,7.0753,0.0188,0.0414,0.2893,0.0368,-0.0028,0.0285,0.0493,0.0283,33.85,98.06,9.19,0,0,0,0,2,0,0.000244,355,2,0.535433,355,2,1.0053,3,0.0,0.0,0.411146,
CorridorStructured,mpcc_soft,q_cont,0.5,1.5,10,2,goal_reached,low,4,1,601,60.1,55.8611,0.7999,0.9295,0.1411,13.5109,0.2032,0.3935,1.5768,0.337,-0.0185,0.1127,1.2102,0.1112,32.89,66.12,8.29,0,0,8,0,11,0,0.230528,426,1,0.325707,425,1,1.2562,3,0.0,0.0,0.2,
CorridorStructured,mpcc_soft,q_cont,0.5,1.5,10,8,goal_reached,low,4,1,597,59.7,55.1976,0.8095,0.9246,0.1597,15.7831,0.1425,0.2847,1.2149,0.2465,-0.0011,0.0282,0.0494,0.0281,33.33,73.43,9.67,0,0,0,0,22,0,0.483168,304,2,0.161741,303,2,1.0653,2,0.0,0.0,0.161741,
CorridorStructured,mpcc_soft,q_cont,1.0,3.0,10,0,goal_reached,low,4,1,570,57.0,52.7664,0.8468,0.9257,0.1487,12.5076,0.0842,0.1683,0.6129,0.1457,-0.0036,0.0307,0.0493,0.0305,34.87,148.19,11.44,0,0,5,0,21,0,0.615723,209,2,0.043778,209,2,1.0649,2,0.0,0.0,0.043778,
CorridorStructured,mpcc_soft,q_cont,0.5,1.5,10,4,max_steps,low,4,0,800,80.0,31.5878,1.4146,0.3948,0.4576,6.9655,0.0509,0.0628,0.1364,0.0368,0.0147,0.029,0.0493,0.0251,37.05,80.95,9.53,0,0,0,0,0,0,0.0,,,0.736149,706,2,1.22,3,0.0,0.0,0.449543,
CorridorStructured,mpcc_soft,q_cont,1.0,3.0,10,3,goal_reached,low,4,1,570,57.0,53.1872,0.8401,0.9331,0.046,7.6798,0.0197,0.0513,0.3398,0.0473,-0.0032,0.0307,0.2543,0.0305,34.37,74.74,8.36,0,0,0,0,1,0,2e-06,347,2,0.466681,356,2,0.9965,3,0.0,0.0,0.210153,
CorridorStructured,mpcc_soft,q_cont,1.0,3.0,10,7,goal_reached,low,4,1,563,56.3,52.4654,0.8517,0.9319,0.0462,7.0233,0.0147,0.036,0.2866,0.0328,-0.0036,0.029,0.0494,0.0288,34.01,100.52,8.74,0,0,0,0,2,0,0.00027,355,2,0.535497,355,2,1.0053,3,0.0,0.0,0.41339,
CorridorStructured,mpcc_soft,q_cont,1.0,3.0,10,6,goal_reached,low,4,1,573,57.3,53.4423,0.8361,0.9327,0.0769,10.132,0.0344,0.0946,0.5288,0.0881,-0.0022,0.0279,0.0494,0.0278,33.48,88.02,8.28,0,0,0,0,0,0,0.0,,,0.467746,152,3,1.2251,2,0.0,0.0,0.298029,
CorridorStructured,mpcc_soft,q_cont,1.0,3.0,10,9,goal_reached,low,4,1,566,56.6,53.1325,0.841,0.9387,0.0502,9.0988,0.0442,0.1306,0.7721,0.1229,-0.0012,0.0277,0.0496,0.0277,34.31,117.27,8.81,0,0,0,0,2,0,0.000313,238,3,0.547627,239,3,0.4488,3,0.0,0.0,0.450519,
CorridorStructured,mpcc_soft,q_cont,1.0,3.0,10,5,goal_reached,low,4,1,568,56.8,53.5029,0.8352,0.6103,0.7236,12.3744,0.081,0.1842,0.963,0.1654,0.0053,0.0292,0.0494,0.0287,35.91,118.92,9.02,0,0,0,0,13,0,0.050379,463,2,0.440175,473,2,0.9982,2,0.0,0.0,0.438834,
CorridorStructured,mpcc_soft,q_cont,1.0,3.0,10,2,goal_reached,low,4,1,600,60.0,55.2455,0.8088,0.9208,0.1502,15.595,0.1463,0.3235,1.601,0.2886,-0.014,0.0978,1.1093,0.0968,35.55,239.26,11.91,0,0,2,0,6,0,0.001411,121,3,0.419775,119,3,1.2417,3,0.0,0.0,0.2,
CorridorStructured,mpcc_soft,q_cont,2.0,6.0,10,0,goal_reached,low,4,1,570,57.0,52.8163,0.846,0.9266,0.1417,13.2131,0.0761,0.1605,0.6077,0.1414,0.0001,0.0306,0.0496,0.0306,33.99,163.38,10.99,0,0,4,0,24,0,0.624262,209,2,0.037677,209,2,1.0596,2,0.0,0.0,0.037677,
CorridorStructured,mpcc_soft,q_cont,2.0,6.0,10,1,goal_reached,low,4,1,565,56.5,52.9966,0.8431,0.938,0.0517,9.2353,0.0366,0.1135,0.714,0.1075,-0.0068,0.0297,0.0497,0.0289,34.53,66.59,8.0,0,0,0,0,3,0,0.000449,65,1,0.385667,379,3,0.7204,2,0.0,0.0,0.385667,
CorridorStructured,mpcc_soft,q_cont,1.0,3.0,10,8,goal_reached,low,4,1,595,59.5,55.3515,0.8073,-0.0535,0.9395,14.4328,0.1306,0.2675,1.2392,0.2335,-0.002,0.0274,0.0495,0.0273,38.16,642.0,36.95,2,0,0,0,14,0,0.153936,279,2,0.422703,302,2,1.0689,2,5.72731e-05,0.0340184256,0.422703,
CorridorStructured,mpcc_soft,q_cont,2.0,6.0,10,2,goal_reached,low,4,1,599,59.9,55.612,0.8035,0.9284,0.1364,16.8077,0.1377,0.328,1.6642,0.2976,-0.015,0.104,1.1574,0.1029,35.95,325.34,14.65,0,0,2,0,6,0,0.002731,122,3,0.408817,119,3,1.2287,3,0.0,0.0,0.2,
CorridorStructured,mpcc_soft,q_cont,1.0,3.0,10,4,max_steps,low,4,0,800,80.0,31.535,1.417,0.3942,0.4578,7.2484,0.0352,0.0438,0.1207,0.026,-0.0042,0.0208,0.0494,0.0204,37.02,61.89,8.68,0,0,0,0,0,0,0.0,,,0.749332,706,2,1.2212,3,0.0,0.0,0.475548,
CorridorStructured,mpcc_soft,q_cont,2.0,6.0,10,3,goal_reached,low,4,1,569,56.9,53.1283,0.8411,0.9337,0.0478,7.7926,0.0162,0.0473,0.3466,0.0445,-0.0047,0.0324,0.2589,0.032,33.6,65.19,7.46,0,0,0,0,1,0,1.6e-05,347,2,0.478078,356,2,1.0,3,0.0,0.0,0.20341,
CorridorStructured,mpcc_soft,q_cont,2.0,6.0,10,6,goal_reached,low,4,1,574,57.4,53.2665,0.8389,0.928,0.0843,9.8058,0.0271,0.079,0.4901,0.0742,-0.0018,0.0277,0.0493,0.0276,32.67,102.1,8.58,0,0,0,0,3,0,0.000374,151,3,0.455723,153,3,1.2282,2,0.0,0.0,0.327846,
CorridorStructured,mpcc_soft,q_cont,2.0,6.0,10,5,goal_reached,low,4,1,569,56.9,53.5238,0.8348,0.6082,0.7236,12.4764,0.069,0.1709,0.9655,0.1564,-0.0017,0.0291,0.0494,0.0291,33.55,524.69,21.88,1,0,0,0,16,0,0.091059,463,2,0.435638,472,2,0.9965,2,0.0,0.0,0.435638,
CorridorStructured,mpcc_soft,q_cont,2.0,6.0,10,9,goal_reached,low,4,1,567,56.7,53.1505,0.8407,0.9374,0.051,9.5008,0.0364,0.1204,0.7721,0.1147,-0.0037,0.0291,0.0497,0.0288,32.8,58.05,8.02,0,0,0,0,2,0,0.000319,238,3,0.548027,239,3,0.448,3,0.0,0.0,0.499649,
CorridorStructured,mpcc_soft,q_vs,0.5,5.0,10,1,goal_reached,low,4,1,565,56.5,52.9774,0.8435,0.9377,0.0502,9.0102,0.0408,0.1176,0.7141,0.1103,-0.0047,0.0286,0.0495,0.0282,32.09,55.85,7.62,0,0,0,0,3,0,0.000244,65,1,0.385084,379,3,0.7204,2,0.0,0.0,0.385084,
CorridorStructured,mpcc_soft,q_cont,2.0,6.0,10,7,goal_reached,low,4,1,563,56.3,52.4533,0.8519,0.9317,0.0464,6.9952,0.012,0.0326,0.2685,0.0303,-0.003,0.0277,0.0493,0.0275,34.15,152.75,9.65,0,0,0,0,1,0,0.000325,355,2,0.538372,355,2,1.0071,3,0.0,0.0,0.41387,
CorridorStructured,mpcc_soft,q_vs,0.5,5.0,10,0,goal_reached,low,4,1,570,57.0,52.7882,0.8465,0.9261,0.1476,12.5897,0.0804,0.1633,0.6049,0.1421,0.0007,0.0301,0.0495,0.0301,33.25,112.59,9.03,0,0,4,0,20,0,0.618378,209,2,0.041909,209,2,1.0596,2,0.0,0.0,0.041909,
CorridorStructured,mpcc_soft,q_vs,0.5,5.0,10,3,goal_reached,low,4,1,570,57.0,53.1805,0.8402,0.933,0.046,7.7073,0.0199,0.0515,0.3422,0.0475,-0.0028,0.0306,0.2557,0.0304,31.65,108.5,8.23,0,0,0,0,0,0,0.0,,,0.466518,356,2,0.9965,3,0.0,0.0,0.20778,
CorridorStructured,mpcc_soft,q_cont,2.0,6.0,10,8,goal_reached,low,4,1,595,59.5,54.7704,0.8158,-0.0472,0.9315,15.7542,0.1025,0.2364,1.1113,0.213,-0.0036,0.0282,0.0495,0.028,35.25,340.35,23.25,0,0,0,0,17,0,0.097501,277,2,0.431324,472,3,1.0723,2,0.0,0.0,0.431324,
CorridorStructured,mpcc_soft,q_vs,0.5,5.0,10,2,goal_reached,low,4,1,564,56.4,52.9668,0.8436,0.9391,0.0752,13.4213,0.1029,0.2012,0.68,0.1729,-0.0012,0.0288,0.0495,0.0288,33.36,75.17,8.79,0,0,6,0,15,0,0.199417,402,1,0.29234,402,1,1.1312,3,0.0,0.0,0.2,
CorridorStructured,mpcc_soft,q_cont,2.0,6.0,10,4,max_steps,low,4,0,800,80.0,31.5309,1.4171,0.3941,0.4585,7.976,0.021,0.0267,0.1034,0.0165,0.0098,0.0241,0.0493,0.022,35.91,69.25,8.72,0,0,0,0,0,0,0.0,,,0.722441,706,2,1.2275,3,0.0,0.0,0.496437,
CorridorStructured,mpcc_soft,q_vs,0.5,5.0,10,5,goal_reached,low,4,1,569,56.9,53.5599,0.8343,0.6095,0.7231,12.2591,0.0752,0.1761,0.9758,0.1592,0.0001,0.0298,0.0495,0.0298,33.86,118.05,8.29,0,0,0,0,15,0,0.06742,464,2,0.43726,472,2,0.9965,2,0.0,0.0,0.43726,
CorridorStructured,mpcc_soft,q_vs,0.5,5.0,10,7,goal_reached,low,4,1,563,56.3,52.4821,0.8514,0.9322,0.045,7.0243,0.0147,0.0355,0.2792,0.0323,-0.0017,0.0279,0.0493,0.0278,32.23,180.52,9.78,0,0,0,0,1,0,0.000101,355,2,0.540605,355,2,1.0053,3,0.0,0.0,0.425036,
CorridorStructured,mpcc_soft,q_vs,0.5,5.0,10,6,goal_reached,low,4,1,573,57.3,53.263,0.8389,0.9295,0.0817,9.6876,0.0313,0.0861,0.5218,0.0802,-0.0017,0.0292,0.0494,0.0292,32.58,87.96,8.23,0,0,0,0,2,0,0.00021,151,3,0.462528,152,3,1.2269,2,0.0,0.0,0.3024,
CorridorStructured,mpcc_soft,q_vs,1.0,10.0,10,1,goal_reached,low,4,1,565,56.5,53.0477,0.8423,0.9389,0.0497,8.943,0.045,0.125,0.7142,0.1166,-0.0029,0.0288,0.0497,0.0287,32.24,73.44,7.25,0,0,0,0,1,0,0.000343,65,1,0.40094,380,3,0.7204,2,0.0,0.0,0.40094,
CorridorStructured,mpcc_soft,q_vs,0.5,5.0,10,9,goal_reached,low,4,1,566,56.6,53.0507,0.8423,0.9373,0.0496,9.2819,0.0403,0.1239,0.7721,0.1172,-0.0033,0.0304,0.0494,0.0302,33.78,76.84,8.06,0,0,0,0,2,0,0.00016,238,3,0.548401,239,3,0.4488,3,0.0,0.0,0.482089,
CorridorStructured,mpcc_soft,q_vs,0.5,5.0,10,4,max_steps,low,4,0,800,80.0,31.8161,1.4044,0.3977,0.4551,11.4093,0.0352,0.0437,0.1165,0.0258,-0.0055,0.0224,0.0493,0.0217,36.81,131.05,10.02,0,0,0,0,0,0,0.0,,,0.561845,794,2,1.2212,3,0.0,0.0,0.477924,
CorridorStructured,mpcc_soft,q_vs,1.0,10.0,10,0,goal_reached,low,4,1,570,57.0,52.7664,0.8468,0.9257,0.1487,12.5076,0.0842,0.1683,0.6129,0.1457,-0.0036,0.0307,0.0493,0.0305,35.66,88.78,9.14,0,0,5,0,21,0,0.615723,209,2,0.043778,209,2,1.0649,2,0.0,0.0,0.043778,
CorridorStructured,mpcc_soft,q_vs,0.5,5.0,10,8,goal_reached,low,4,1,595,59.5,55.0587,0.8116,-0.0492,0.9356,14.4996,0.1185,0.2539,1.1637,0.2246,-0.0043,0.0294,0.0495,0.0291,34.72,684.66,31.17,1,0,0,0,14,0,0.096799,278,2,0.427574,302,2,1.0689,2,5.51046e-05,0.0327872485,0.427574,
CorridorStructured,mpcc_soft,q_vs,1.0,10.0,10,3,goal_reached,low,4,1,570,57.0,53.1872,0.8401,0.9331,0.046,7.6798,0.0197,0.0513,0.3398,0.0473,-0.0032,0.0307,0.2543,0.0305,34.74,65.4,8.03,0,0,0,0,1,0,2e-06,347,2,0.466681,356,2,0.9965,3,0.0,0.0,0.210153,
CorridorStructured,mpcc_soft,q_vs,1.0,10.0,10,2,goal_reached,low,4,1,600,60.0,55.2455,0.8088,0.9208,0.1502,15.595,0.1463,0.3235,1.601,0.2886,-0.014,0.0978,1.1093,0.0968,35.93,259.78,12.54,0,0,2,0,6,0,0.001411,121,3,0.419775,119,3,1.2417,3,0.0,0.0,0.2,
CorridorStructured,mpcc_soft,q_vs,1.0,10.0,10,5,goal_reached,low,4,1,568,56.8,53.5029,0.8352,0.6103,0.7236,12.3744,0.081,0.1842,0.963,0.1654,0.0053,0.0292,0.0494,0.0287,34.96,159.33,10.42,0,0,0,0,13,0,0.050379,463,2,0.440175,473,2,0.9982,2,0.0,0.0,0.438834,
CorridorStructured,mpcc_soft,q_vs,1.0,10.0,10,6,goal_reached,low,4,1,573,57.3,53.4423,0.8361,0.9327,0.0769,10.132,0.0344,0.0946,0.5288,0.0881,-0.0022,0.0279,0.0494,0.0278,33.91,99.12,8.57,0,0,0,0,0,0,0.0,,,0.467746,152,3,1.2251,2,0.0,0.0,0.298029,
CorridorStructured,mpcc_soft,q_vs,1.0,10.0,10,4,max_steps,low,4,0,800,80.0,31.535,1.417,0.3942,0.4578,7.2484,0.0352,0.0438,0.1207,0.026,-0.0042,0.0208,0.0494,0.0204,36.79,78.5,8.73,0,0,0,0,0,0,0.0,,,0.749332,706,2,1.2212,3,0.0,0.0,0.475548,
CorridorStructured,mpcc_soft,q_vs,1.0,10.0,10,7,goal_reached,low,4,1,563,56.3,52.4654,0.8517,0.9319,0.0462,7.0233,0.0147,0.036,0.2866,0.0328,-0.0036,0.029,0.0494,0.0288,33.78,99.01,7.86,0,0,0,0,2,0,0.00027,355,2,0.535497,355,2,1.0053,3,0.0,0.0,0.41339,
CorridorStructured,mpcc_soft,q_vs,1.0,10.0,10,9,goal_reached,low,4,1,566,56.6,53.1325,0.841,0.9387,0.0502,9.0988,0.0442,0.1306,0.7721,0.1229,-0.0012,0.0277,0.0496,0.0277,34.39,86.84,7.68,0,0,0,0,2,0,0.000313,238,3,0.547627,239,3,0.4488,3,0.0,0.0,0.450519,
CorridorStructured,mpcc_soft,q_vs,2.0,20.0,10,0,goal_reached,low,4,1,550,55.0,52.2691,0.8549,0.9503,0.0498,10.3212,0.0954,0.1969,0.7464,0.1722,-0.0075,0.0285,0.0494,0.0275,36.21,130.91,9.17,0,0,9,0,24,0,0.610047,209,2,0.0477,209,2,1.0727,2,0.0,0.0,0.0477,
CorridorStructured,mpcc_soft,q_vs,2.0,20.0,10,1,goal_reached,low,4,1,565,56.5,53.0157,0.8428,0.9383,0.0501,8.706,0.0499,0.1347,0.7141,0.1251,-0.0012,0.0285,0.0495,0.0285,35.53,78.06,8.21,0,0,0,0,1,0,0.000561,65,1,0.425895,380,3,0.7221,2,0.0,0.0,0.425895,
CorridorStructured,mpcc_soft,q_vs,2.0,20.0,10,3,goal_reached,low,4,1,570,57.0,53.1745,0.8403,0.9329,0.0462,7.6487,0.0198,0.0521,0.3392,0.0481,-0.0037,0.0288,0.1839,0.0286,35.14,76.13,8.2,0,0,0,0,1,0,7e-06,347,2,0.479774,356,2,0.9965,3,0.0,0.0,0.210838,
CorridorStructured,mpcc_soft,q_vs,1.0,10.0,10,8,goal_reached,low,4,1,595,59.5,55.3515,0.8073,-0.0535,0.9395,14.4328,0.1306,0.2675,1.2392,0.2335,-0.002,0.0274,0.0495,0.0273,37.87,651.0,37.52,2,0,0,0,14,0,0.153936,279,2,0.422703,302,2,1.0689,2,5.72731e-05,0.0340184256,0.422703,
CorridorStructured,mpcc_soft,q_vs,2.0,20.0,10,2,goal_reached,low,4,1,601,60.1,55.8388,0.8002,0.9291,0.139,14.1647,0.1993,0.3939,1.5727,0.3397,-0.0155,0.1126,1.2091,0.1115,35.97,64.45,8.53,0,0,8,0,10,0,0.216303,426,1,0.333757,425,1,1.2562,3,0.0,0.0,0.2,
CorridorStructured,mpcc_soft,q_vs,2.0,20.0,10,5,goal_reached,low,4,1,567,56.7,53.4303,0.8363,0.6125,0.7228,12.3794,0.0874,0.1945,0.9559,0.1738,0.005,0.0281,0.0493,0.0277,35.77,132.13,9.38,0,0,0,0,9,0,0.025365,463,2,0.446035,473,2,0.9965,2,0.0,0.0,0.425897,
CorridorStructured,mpcc_soft,q_vs,2.0,20.0,10,6,goal_reached,low,4,1,574,57.4,53.4293,0.8363,0.9308,0.0906,10.1473,0.0342,0.0911,0.4519,0.0844,0.0004,0.0286,0.0494,0.0286,36.15,115.3,8.81,0,0,0,0,2,0,0.00067,151,3,0.46104,163,3,1.2265,2,0.0,0.0,0.38719,
CorridorStructured,mpcc_soft,q_vs,2.0,20.0,10,7,goal_reached,low,4,1,564,56.4,52.4774,0.8515,0.9305,0.0508,7.0219,0.0147,0.0375,0.2941,0.0345,-0.004,0.028,0.0494,0.0277,36.01,151.91,9.94,0,0,0,0,1,0,0.000338,356,2,0.543418,356,2,1.0053,3,0.0,0.0,0.395981,
CorridorStructured,mpcc_soft,q_vs,2.0,20.0,10,4,max_steps,low,4,0,800,80.0,31.5427,1.4166,0.3943,0.4579,7.2259,0.0352,0.0439,0.1238,0.0263,-0.0042,0.0209,0.0493,0.0204,37.88,68.7,8.57,0,0,0,0,0,0,0.0,,,0.749462,706,2,1.2212,3,0.0,0.0,0.474677,
CorridorStructured,mpcc_soft,q_vs,2.0,20.0,10,8,goal_reached,low,4,1,593,59.3,55.374,0.8069,0.9338,0.1547,16.6151,0.3113,0.6009,2.0101,0.514,-0.0042,0.0292,0.0494,0.0289,35.74,331.97,19.91,0,0,0,0,16,0,0.079944,281,2,0.392948,475,3,1.0742,2,0.0,0.0,0.201207,
CorridorStructured,mpcc_soft,q_vs,2.0,20.0,10,9,goal_reached,low,4,1,565,56.5,53.0875,0.8417,0.9396,0.0501,8.1019,0.0605,0.1749,0.9289,0.1641,-0.0005,0.0288,0.0493,0.0288,35.43,72.92,8.17,0,0,0,0,2,0,0.000535,239,3,0.540019,238,3,0.4496,3,0.0,0.0,0.47506,
CorridorStructured,mpcc_soft,rho_dyn,0.5,50000.0,10,1,goal_reached,low,4,1,565,56.5,53.0476,0.8423,0.9389,0.0497,8.9427,0.045,0.1249,0.714,0.1165,-0.0029,0.0288,0.0497,0.0287,32.7,59.2,7.76,0,0,0,0,1,0,0.000685,65,1,0.40094,380,3,0.7204,2,0.0,0.0,0.40094,
CorridorStructured,mpcc_soft,rho_dyn,0.5,50000.0,10,0,goal_reached,low,4,1,570,57.0,52.7663,0.8468,0.9257,0.1487,12.5046,0.0842,0.1682,0.6124,0.1457,-0.0036,0.0307,0.0497,0.0305,34.23,114.13,10.55,0,0,5,0,21,0,0.615616,209,2,0.043858,209,2,1.0649,2,0.0,0.0,0.043858,
CorridorStructured,mpcc_soft,rho_dyn,0.5,50000.0,10,2,goal_reached,low,4,1,600,60.0,55.2451,0.8088,0.9208,0.1502,15.5839,0.1463,0.3234,1.6004,0.2885,-0.0139,0.0978,1.1088,0.0968,32.9,245.74,12.07,0,0,2,0,6,0,0.002745,121,3,0.418834,119,3,1.2417,3,0.0,0.0,0.2,
CorridorStructured,mpcc_soft,rho_dyn,0.5,50000.0,10,3,goal_reached,low,4,1,570,57.0,53.187,0.8401,0.9331,0.0461,7.6797,0.0197,0.0512,0.3398,0.0473,-0.0032,0.0307,0.2543,0.0305,33.47,114.12,9.02,0,0,0,0,1,0,4e-06,347,2,0.466705,356,2,0.9965,3,0.0,0.0,0.210169,
CorridorStructured,mpcc_soft,rho_dyn,0.5,50000.0,10,5,goal_reached,low,4,1,568,56.8,53.5021,0.8352,0.6103,0.7235,12.367,0.0811,0.1844,0.9635,0.1656,0.0053,0.0292,0.0494,0.0287,33.05,144.94,9.15,0,0,0,0,13,0,0.045907,463,2,0.440011,473,2,0.9982,2,0.0,0.0,0.438816,
CorridorStructured,mpcc_soft,rho_dyn,0.5,50000.0,10,6,goal_reached,low,4,1,573,57.3,53.4428,0.8361,0.9327,0.0768,10.1329,0.0344,0.0947,0.5293,0.0882,-0.0022,0.0279,0.0494,0.0278,35.27,225.03,11.35,0,0,0,0,0,0,0.0,,,0.468196,152,3,1.2251,2,0.0,0.0,0.297549,
CorridorStructured,mpcc_soft,rho_dyn,0.5,50000.0,10,7,goal_reached,low,4,1,563,56.3,52.4655,0.8517,0.9319,0.0462,7.023,0.0146,0.036,0.2866,0.0328,-0.0036,0.029,0.0494,0.0288,33.76,91.96,7.75,0,0,0,0,2,0,0.000545,355,2,0.53534,355,2,1.0053,3,0.0,0.0,0.413501,
CorridorStructured,mpcc_soft,rho_dyn,0.5,50000.0,10,4,max_steps,low,4,0,800,80.0,31.5348,1.417,0.3942,0.4578,7.2488,0.0352,0.0438,0.1207,0.026,-0.0043,0.0209,0.0494,0.0204,36.17,60.95,8.68,0,0,0,0,0,0,0.0,,,0.749425,706,2,1.2212,3,0.0,0.0,0.475548,
CorridorStructured,mpcc_soft,rho_dyn,0.5,50000.0,10,9,goal_reached,low,4,1,566,56.6,53.1363,0.8409,0.9388,0.0502,9.1044,0.0442,0.1306,0.7721,0.1229,-0.0011,0.0279,0.0496,0.0279,34.13,121.6,8.58,0,0,0,0,2,0,0.000623,238,3,0.547587,239,3,0.4488,3,0.0,0.0,0.448016,
CorridorStructured,mpcc_soft,rho_dyn,0.5,50000.0,10,8,goal_reached,low,4,1,594,59.4,55.1759,0.8098,-0.0525,0.9389,15.6086,0.1272,0.2642,1.1816,0.2316,-0.0058,0.029,0.0495,0.0284,37.87,638.78,35.04,1,0,0,0,16,0,0.109893,278,2,0.426296,302,2,1.0707,2,4.39903e-05,0.0261302157,0.426296,
CorridorStructured,mpcc_soft,rho_dyn,1.0,100000.0,10,0,goal_reached,low,4,1,570,57.0,52.7664,0.8468,0.9257,0.1487,12.5076,0.0842,0.1683,0.6129,0.1457,-0.0036,0.0307,0.0493,0.0305,35.08,102.54,9.75,0,0,5,0,21,0,0.615723,209,2,0.043778,209,2,1.0649,2,0.0,0.0,0.043778,
CorridorStructured,mpcc_soft,rho_dyn,1.0,100000.0,10,1,goal_reached,low,4,1,565,56.5,53.0477,0.8423,0.9389,0.0497,8.943,0.045,0.125,0.7142,0.1166,-0.0029,0.0288,0.0497,0.0287,33.55,64.96,7.58,0,0,0,0,1,0,0.000343,65,1,0.40094,380,3,0.7204,2,0.0,0.0,0.40094,
CorridorStructured,mpcc_soft,rho_dyn,1.0,100000.0,10,3,goal_reached,low,4,1,570,57.0,53.1872,0.8401,0.9331,0.046,7.6798,0.0197,0.0513,0.3398,0.0473,-0.0032,0.0307,0.2543,0.0305,33.91,79.92,7.9,0,0,0,0,1,0,2e-06,347,2,0.466681,356,2,0.9965,3,0.0,0.0,0.210153,
CorridorStructured,mpcc_soft,rho_dyn,1.0,100000.0,10,2,goal_reached,low,4,1,600,60.0,55.2455,0.8088,0.9208,0.1502,15.595,0.1463,0.3235,1.601,0.2886,-0.014,0.0978,1.1093,0.0968,35.08,245.42,12.06,0,0,2,0,6,0,0.001411,121,3,0.419775,119,3,1.2417,3,0.0,0.0,0.2,
CorridorStructured,mpcc_soft,rho_dyn,1.0,100000.0,10,5,goal_reached,low,4,1,568,56.8,53.5029,0.8352,0.6103,0.7236,12.3744,0.081,0.1842,0.963,0.1654,0.0053,0.0292,0.0494,0.0287,35.08,172.59,10.32,0,0,0,0,13,0,0.050379,463,2,0.440175,473,2,0.9982,2,0.0,0.0,0.438834,
CorridorStructured,mpcc_soft,rho_dyn,1.0,100000.0,10,6,goal_reached,low,4,1,573,57.3,53.4423,0.8361,0.9327,0.0769,10.132,0.0344,0.0946,0.5288,0.0881,-0.0022,0.0279,0.0494,0.0278,35.23,104.7,7.9,0,0,0,0,0,0,0.0,,,0.467746,152,3,1.2251,2,0.0,0.0,0.298029,
