controller,n_runs,scenario,completion_time_s_mean,completion_time_s_std,dyn_body_collision_steps_mean,dyn_body_collision_steps_std,dyn_exclusion_violation_steps_mean,dyn_exclusion_violation_steps_std,goal_reached_mean,goal_reached_std,max_cont_err_mean,max_cont_err_std,max_solve_ms_mean,max_solve_ms_std,mean_cont_err_mean,mean_cont_err_std,mean_lag_err_mean,mean_lag_err_std,mean_solve_ms_mean,mean_solve_ms_std,mean_speed_mean,mean_speed_std,min_clearance_m_mean,min_clearance_m_std,min_dyn_body_clearance_mean,min_dyn_body_clearance_std,path_efficiency_mean,path_efficiency_std,rms_cont_err_mean,rms_cont_err_std,rms_lag_err_mean,rms_lag_err_std,smoothness_mean,smoothness_std,solver_fail_count_mean,solver_fail_count_std,static_body_collision_steps_mean,static_body_collision_steps_std,static_zone_violation_steps_mean,static_zone_violation_steps_std,total_body_collision_steps_mean,total_body_collision_steps_std,worst_dyn_excl_depth_mean,worst_dyn_excl_depth_std
mpc_soft,60,CorridorStructured,59.115,13.096384,0.0,0.0,72.616667,90.129553,0.733333,0.442217,1.107465,1.239064,189.166,161.559084,0.276225,0.333201,-0.00472,0.006617,47.028167,14.962065,0.843948,0.198218,0.274978,0.093527,0.387969,0.075394,1.033043,0.585719,0.399033,0.495211,0.027027,0.013596,13.546017,5.705397,0.366667,0.706321,0.0,0.0,98.95,164.556416,0.0,0.0,0.019923,0.062935
mpc_soft,60,OpenClutter,56.755,13.121565,0.0,0.0,40.466667,53.640615,0.75,0.433013,1.287427,1.564498,216.076167,208.833533,0.337312,0.548886,-0.003427,0.007241,56.4845,20.575334,0.854378,0.230146,0.274817,0.098709,0.402307,0.146326,1.074853,0.558456,0.530298,0.843017,0.022452,0.009685,10.470463,3.461713,0.133333,0.385861,0.0,0.0,88.133333,174.943559,0.0,0.0,0.017422,0.086274
