controller,n_runs,scenario,completion_time_s_mean,completion_time_s_std,dyn_body_collision_steps_mean,dyn_body_collision_steps_std,dyn_exclusion_violation_steps_mean,dyn_exclusion_violation_steps_std,goal_reached_mean,goal_reached_std,max_cont_err_mean,max_cont_err_std,max_solve_ms_mean,max_solve_ms_std,mean_cont_err_mean,mean_cont_err_std,mean_lag_err_mean,mean_lag_err_std,mean_solve_ms_mean,mean_solve_ms_std,mean_speed_mean,mean_speed_std,min_clearance_m_mean,min_clearance_m_std,min_dyn_body_clearance_mean,min_dyn_body_clearance_std,path_efficiency_mean,path_efficiency_std,rms_cont_err_mean,rms_cont_err_std,rms_lag_err_mean,rms_lag_err_std,smoothness_mean,smoothness_std,solver_fail_count_mean,solver_fail_count_std,static_body_collision_steps_mean,static_body_collision_steps_std,static_zone_violation_steps_mean,static_zone_violation_steps_std,total_body_collision_steps_mean,total_body_collision_steps_std,worst_dyn_excl_depth_mean,worst_dyn_excl_depth_std
mpc_hard,60,CorridorStructured,53.488333,18.843382,0.0,0.0,0.116667,0.321023,0.55,0.497494,0.847235,0.414077,235.388833,144.710366,0.212288,0.200331,-0.007322,0.006122,40.143833,33.131489,0.841798,0.229188,0.285209,0.09744,0.394161,0.073366,1.409888,1.106422,0.30396,0.220141,0.025857,0.006217,11.084022,5.695589,0.566667,0.823947,0.0,0.0,94.316667,172.023496,0.0,0.0,0.003206,0.010564
mpc_hard,60,OpenClutter,52.911667,16.900691,0.0,0.0,0.05,0.217945,0.666667,0.471405,1.099872,1.329523,277.066667,208.103189,0.287693,0.477531,-0.00254,0.008291,46.444167,18.723401,0.85454,0.238243,0.287559,0.104542,0.409296,0.142492,1.343542,1.051533,0.44945,0.737603,0.022262,0.009904,9.234822,3.272988,0.416667,0.801907,0.0,0.0,81.883333,174.239882,0.0,0.0,0.001375,0.007529
