x,y
3.149999999999999911e+00,8.200000000000001066e+00
3.200000000000000178e+00,8.200000000000001066e+00
3.250000000000000000e+00,8.200000000000001066e+00
3.299999999999999822e+00,8.200000000000001066e+00
3.350000000000000089e+00,8.200000000000001066e+00
3.399999999999999911e+00,8.200000000000001066e+00
3.449999999999999734e+00,8.200000000000001066e+00
3.500000000000000000e+00,8.200000000000001066e+00
3.550000000000000266e+00,8.200000000000001066e+00
3.599999999999999645e+00,8.200000000000001066e+00
3.649999999999999911e+00,8.200000000000001066e+00
3.700000000000000178e+00,8.200000000000001066e+00
3.750000000000000000e+00,8.200000000000001066e+00
3.799999999999999822e+00,8.200000000000001066e+00
3.850000000000000089e+00,8.200000000000001066e+00
3.899999999999999911e+00,8.200000000000001066e+00
3.949999999999999734e+00,8.200000000000001066e+00
4.000000000000000000e+00,8.200000000000001066e+00
4.000000000000000000e+00,8.150617283950618130e+00
4.000000000000000000e+00,8.101234567901235195e+00
4.000000000000000000e+00,8.051851851851854036e+00
4.000000000000000000e+00,8.002469135802471101e+00
4.000000000000000000e+00,7.953086419753087277e+00
4.000000000000000000e+00,7.903703703703704342e+00
4.000000000000000000e+00,7.854320987654322295e+00
4.000000000000000000e+00,7.804938271604939359e+00
4.000000000000000000e+00,7.755555555555556424e+00
4.000000000000000000e+00,7.706172839506173489e+00
4.000000000000000000e+00,7.656790123456791441e+00
4.000000000000000000e+00,7.607407407407407618e+00
4.000000000000000000e+00,7.558024691358025571e+00
4.000000000000000000e+00,7.508641975308643524e+00
4.000000000000000000e+00,7.459259259259260588e+00
4.000000000000000000e+00,7.409876543209877653e+00
4.000000000000000000e+00,7.360493827160493829e+00
4.000000000000000000e+00,7.311111111111112670e+00
4.000000000000000000e+00,7.261728395061729735e+00
4.000000000000000000e+00,7.212345679012346800e+00
4.000000000000000000e+00,7.162962962962962976e+00
4.000000000000000000e+00,7.113580246913580929e+00
4.000000000000000000e+00,7.064197530864198882e+00
4.000000000000000000e+00,7.014814814814815946e+00
4.000000000000000000e+00,6.965432098765433011e+00
4.000000000000000000e+00,6.916049382716050076e+00
4.000000000000000000e+00,6.866666666666667140e+00
4.000000000000000000e+00,6.817283950617285093e+00
4.000000000000000000e+00,6.767901234567902158e+00
4.000000000000000000e+00,6.718518518518519222e+00
4.000000000000000000e+00,6.669135802469137175e+00
4.000000000000000000e+00,6.619753086419753352e+00
4.000000000000000000e+00,6.570370370370371305e+00
4.000000000000000000e+00,6.520987654320988369e+00
4.000000000000000000e+00,6.471604938271606322e+00
4.000000000000000000e+00,6.422222222222222499e+00
4.000000000000000000e+00,6.372839506172839563e+00
4.000000000000000000e+00,6.323456790123458404e+00
4.000000000000000000e+00,6.274074074074075469e+00
4.000000000000000000e+00,6.224691358024692533e+00
4.000000000000000000e+00,6.175308641975309598e+00
4.000000000000000000e+00,6.125925925925926663e+00
4.000000000000000000e+00,6.076543209876543727e+00
4.000000000000000000e+00,6.027160493827160792e+00
4.000000000000000000e+00,5.977777777777777857e+00
4.000000000000000000e+00,5.928395061728395810e+00
4.000000000000000000e+00,5.879012345679012874e+00
4.000000000000000000e+00,5.829629629629630827e+00
4.000000000000000000e+00,5.780246913580247003e+00
4.000000000000000000e+00,5.730864197530864956e+00
4.000000000000000000e+00,5.681481481481482021e+00
4.000000000000000000e+00,5.632098765432099086e+00
4.000000000000000000e+00,5.582716049382716150e+00
4.000000000000000000e+00,5.533333333333333215e+00
4.000000000000000000e+00,5.483950617283951168e+00
4.000000000000000000e+00,5.434567901234568232e+00
4.000000000000000000e+00,5.385185185185186185e+00
4.000000000000000000e+00,5.335802469135803250e+00
4.000000000000000000e+00,5.286419753086420315e+00
4.000000000000000000e+00,5.237037037037037379e+00
4.000000000000000000e+00,5.187654320987654444e+00
4.000000000000000000e+00,5.138271604938272397e+00
4.000000000000000000e+00,5.088888888888889461e+00
4.000000000000000000e+00,5.039506172839506526e+00
4.000000000000000000e+00,4.990123456790123591e+00
4.000000000000000000e+00,4.940740740740741543e+00
4.000000000000000000e+00,4.891358024691358608e+00
4.000000000000000000e+00,4.841975308641975673e+00
4.000000000000000000e+00,4.792592592592592737e+00
4.000000000000000000e+00,4.743209876543210690e+00
4.000000000000000000e+00,4.693827160493826867e+00
4.000000000000000000e+00,4.644444444444444819e+00
4.000000000000000000e+00,4.595061728395061884e+00
4.000000000000000000e+00,4.545679012345679837e+00
4.000000000000000000e+00,4.496296296296296902e+00
4.000000000000000000e+00,4.446913580246913966e+00
4.000000000000000000e+00,4.397530864197531031e+00
4.000000000000000000e+00,4.348148148148148096e+00
4.000000000000000000e+00,4.298765432098766048e+00
4.000000000000000000e+00,4.249382716049383113e+00
4.000000000000000000e+00,4.200000000000000178e+00
3.966666666666666341e+00,4.166666666666666963e+00
3.933333333333333570e+00,4.133333333333333748e+00
3.900000000000000355e+00,4.100000000000000533e+00
3.866666666666666696e+00,4.066666666666666430e+00
3.833333333333333481e+00,4.033333333333333215e+00
3.800000000000000266e+00,4.000000000000000000e+00
3.766666666666666607e+00,3.966666666666666785e+00
3.733333333333333393e+00,3.933333333333333570e+00
3.700000000000000178e+00,3.900000000000000355e+00
3.649999999999999911e+00,3.900000000000000355e+00
3.600000000000000089e+00,3.900000000000000355e+00
3.550000000000000266e+00,3.900000000000000355e+00
3.500000000000000444e+00,3.900000000000000355e+00
3.450000000000000178e+00,3.900000000000000355e+00
3.400000000000000355e+00,3.900000000000000799e+00
3.349999999999999645e+00,3.900000000000000355e+00
3.300000000000000711e+00,3.900000000000000355e+00
3.250000000000000000e+00,3.900000000000000355e+00
3.200000000000000622e+00,3.900000000000000355e+00
3.149999999999999911e+00,3.900000000000000355e+00
3.100000000000000533e+00,3.900000000000000355e+00
3.050000000000000266e+00,3.900000000000000355e+00
3.000000000000000000e+00,3.900000000000000355e+00
2.950000000000000178e+00,3.900000000000000355e+00
2.900000000000000355e+00,3.900000000000000355e+00
2.850000000000000533e+00,3.900000000000000355e+00
2.800000000000000266e+00,3.900000000000000355e+00
2.750000000000000000e+00,3.900000000000000355e+00
2.700000000000000178e+00,3.900000000000000355e+00
2.650000000000000355e+00,3.900000000000000355e+00
2.600000000000000089e+00,3.900000000000000355e+00
2.550000000000000266e+00,3.900000000000000355e+00
2.500000000000000000e+00,3.900000000000000355e+00
2.450000000000000178e+00,3.900000000000000355e+00
2.400000000000000355e+00,3.900000000000000355e+00
2.350000000000000089e+00,3.900000000000000355e+00
2.300000000000000266e+00,3.900000000000000355e+00
2.250000000000000444e+00,3.900000000000000355e+00
2.200000000000000178e+00,3.900000000000000355e+00
2.200000000000000178e+00,3.851724137931034964e+00
2.200000000000000178e+00,3.803448275862069128e+00
2.200000000000000178e+00,3.755172413793104180e+00
2.200000000000000178e+00,3.706896551724137900e+00
2.200000000000000178e+00,3.658620689655172509e+00
2.200000000000000178e+00,3.610344827586207117e+00
2.200000000000000178e+00,3.562068965517241281e+00
2.200000000000000178e+00,3.513793103448276334e+00
2.200000000000000178e+00,3.465517241379310942e+00
2.200000000000000178e+00,3.417241379310345106e+00
2.200000000000000178e+00,3.368965517241379715e+00
2.200000000000000178e+00,3.320689655172413879e+00
2.200000000000000178e+00,3.272413793103448487e+00
2.200000000000000178e+00,3.224137931034482651e+00
2.200000000000000178e+00,3.175862068965517260e+00
2.200000000000000178e+00,3.127586206896552312e+00
2.200000000000000178e+00,3.079310344827586476e+00
2.200000000000000178e+00,3.031034482758620641e+00
2.200000000000000178e+00,2.982758620689655249e+00
2.200000000000000178e+00,2.934482758620689857e+00
2.200000000000000178e+00,2.886206896551724022e+00
2.200000000000000178e+00,2.837931034482759074e+00
2.200000000000000178e+00,2.789655172413793238e+00
2.200000000000000178e+00,2.741379310344827847e+00
2.200000000000000178e+00,2.693103448275862011e+00
2.200000000000000178e+00,2.644827586206896175e+00
2.200000000000000178e+00,2.596551724137931227e+00
2.200000000000000178e+00,2.548275862068965392e+00
2.200000000000000178e+00,2.500000000000000000e+00
2.250000000000000000e+00,2.500000000000000000e+00
2.300000000000000266e+00,2.500000000000000444e+00
2.350000000000000089e+00,2.500000000000000000e+00
2.400000000000000355e+00,2.500000000000000000e+00
2.450000000000000178e+00,2.500000000000000000e+00
2.500000000000000000e+00,2.500000000000000000e+00
2.550000000000000266e+00,2.500000000000000000e+00
2.600000000000000533e+00,2.500000000000000000e+00
2.650000000000000355e+00,2.500000000000000000e+00
2.700000000000000178e+00,2.500000000000000000e+00
2.750000000000000000e+00,2.500000000000000000e+00
2.799999999999999822e+00,2.500000000000000000e+00
2.850000000000000089e+00,2.500000000000000000e+00
2.900000000000000355e+00,2.500000000000000000e+00
2.950000000000000178e+00,2.500000000000000000e+00
3.000000000000000444e+00,2.500000000000000000e+00
3.049999999999999822e+00,2.500000000000000000e+00
3.099999999999999645e+00,2.500000000000000000e+00
3.149999999999999911e+00,2.500000000000000000e+00
3.200000000000000178e+00,2.500000000000000000e+00
3.250000000000000000e+00,2.500000000000000000e+00
3.300000000000000266e+00,2.500000000000000000e+00
3.349999999999999645e+00,2.500000000000000000e+00
3.399999999999999911e+00,2.500000000000000000e+00
3.450000000000000178e+00,2.500000000000000000e+00
3.500000000000000000e+00,2.500000000000000000e+00
3.535294117647058698e+00,2.464705882352941302e+00
3.570588235294117396e+00,2.429411764705882604e+00
3.605882352941176539e+00,2.394117647058823461e+00
3.641176470588235237e+00,2.358823529411764763e+00
3.676470588235293935e+00,2.323529411764705621e+00
3.711764705882353077e+00,2.288235294117646923e+00
3.747058823529412219e+00,2.252941176470588225e+00
3.782352941176470917e+00,2.217647058823529527e+00
3.817647058823529616e+00,2.182352941176470829e+00
3.852941176470588758e+00,2.147058823529411686e+00
3.888235294117647456e+00,2.111764705882352988e+00
3.923529411764706154e+00,2.076470588235293846e+00
3.958823529411765296e+00,2.041176470588235148e+00
3.994117647058823994e+00,2.005882352941176450e+00
4.029411764705883137e+00,1.970588235294117752e+00
4.064705882352941835e+00,1.935294117647059053e+00
4.100000000000000533e+00,1.900000000000000133e+00
4.150000000000000355e+00,1.900000000000000133e+00
4.200000000000000178e+00,1.900000000000000133e+00
4.250000000000000000e+00,1.899999999999999911e+00
4.300000000000000711e+00,1.899999999999999911e+00
4.350000000000000533e+00,1.900000000000000133e+00
4.400000000000000355e+00,1.900000000000000133e+00
4.450000000000001066e+00,1.900000000000000133e+00
4.500000000000000888e+00,1.900000000000000133e+00
4.550000000000000711e+00,1.900000000000000133e+00
4.600000000000000533e+00,1.899999999999999911e+00
4.650000000000000355e+00,1.899999999999999911e+00
4.700000000000001066e+00,1.900000000000000133e+00
4.750000000000000000e+00,1.899999999999999911e+00
4.800000000000000711e+00,1.900000000000000133e+00
4.849999999999999645e+00,1.899999999999999911e+00
4.900000000000000355e+00,1.899999999999999911e+00
4.950000000000001066e+00,1.899999999999999911e+00
5.000000000000000000e+00,1.900000000000000133e+00
5.050000000000000711e+00,1.899999999999999911e+00
5.100000000000000533e+00,1.899999999999999911e+00
5.150000000000000355e+00,1.899999999999999911e+00
5.200000000000001066e+00,1.899999999999999911e+00
5.250000000000000000e+00,1.899999999999999911e+00
5.300000000000000711e+00,1.899999999999999911e+00
5.350000000000000533e+00,1.899999999999999911e+00
5.400000000000000355e+00,1.899999999999999911e+00
5.450000000000001066e+00,1.900000000000000133e+00
5.500000000000000888e+00,1.900000000000000133e+00
5.550000000000000711e+00,1.900000000000000133e+00
5.600000000000000533e+00,1.900000000000000133e+00
5.650000000000000355e+00,1.900000000000000133e+00
5.700000000000000178e+00,1.900000000000000133e+00
5.750000000000000000e+00,1.900000000000000133e+00
5.800000000000000711e+00,1.900000000000000133e+00
5.850000000000000533e+00,1.900000000000000133e+00
5.900000000000000355e+00,1.900000000000000133e+00
5.935000000000000497e+00,1.864999999999999991e+00
5.970000000000000639e+00,1.830000000000000293e+00
6.005000000000000782e+00,1.794999999999999929e+00
6.040000000000000924e+00,1.760000000000000231e+00
6.075000000000001066e+00,1.725000000000000089e+00
6.109999999999999432e+00,1.690000000000000169e+00
6.145000000000000462e+00,1.655000000000000249e+00
6.180000000000000604e+00,1.620000000000000107e+00
6.215000000000000746e+00,1.585000000000000409e+00
6.250000000000000000e+00,1.550000000000000266e+00
6.285000000000000142e+00,1.515000000000000124e+00
6.320000000000000284e+00,1.480000000000000204e+00
6.355000000000000426e+00,1.445000000000000284e+00
6.390000000000000568e+00,1.410000000000000142e+00
6.425000000000000711e+00,1.375000000000000222e+00
6.460000000000000853e+00,1.340000000000000080e+00
6.495000000000000995e+00,1.305000000000000160e+00
6.530000000000000249e+00,1.270000000000000240e+00
6.565000000000000391e+00,1.235000000000000320e+00
6.600000000000000533e+00,1.200000000000000178e+00
6.600000000000000533e+00,1.153846153846154188e+00
6.600000000000000533e+00,1.107692307692307976e+00
6.599999999999999645e+00,1.061538461538461542e+00
6.600000000000001421e+00,1.015384615384615552e+00
6.600000000000001421e+00,9.692307692307694511e-01
6.600000000000000533e+00,9.230769230769231282e-01
6.600000000000000533e+00,8.769230769230771383e-01
6.600000000000000533e+00,8.307692307692309264e-01
6.600000000000001421e+00,7.846153846153847145e-01
6.600000000000000533e+00,7.384615384615385025e-01
6.600000000000000533e+00,6.923076923076924016e-01
6.600000000000000533e+00,6.461538461538463007e-01
6.600000000000000533e+00,6.000000000000000888e-01
6.649056603773585650e+00,6.000000000000000888e-01
6.698113207547169878e+00,6.000000000000000888e-01
6.747169811320755883e+00,6.000000000000000888e-01
6.796226415094340112e+00,6.000000000000000888e-01
6.845283018867925229e+00,6.000000000000000888e-01
6.894339622641510346e+00,6.000000000000000888e-01
6.943396226415095462e+00,6.000000000000000888e-01
6.992452830188680579e+00,6.000000000000000888e-01
7.041509433962264808e+00,6.000000000000000888e-01
7.090566037735849925e+00,6.000000000000000888e-01
7.139622641509435041e+00,6.000000000000000888e-01
7.188679245283020158e+00,6.000000000000000888e-01
7.237735849056605275e+00,6.000000000000000888e-01
7.286792452830189504e+00,6.000000000000000888e-01
7.335849056603775509e+00,6.000000000000000888e-01
7.384905660377359737e+00,6.000000000000000888e-01
7.433962264150943966e+00,6.000000000000000888e-01
7.483018867924529083e+00,6.000000000000000888e-01
7.532075471698114200e+00,6.000000000000000888e-01
7.581132075471698428e+00,6.000000000000000888e-01
7.630188679245283545e+00,6.000000000000000888e-01
7.679245283018868662e+00,6.000000000000000888e-01
7.728301886792452891e+00,6.000000000000000888e-01
7.777358490566038896e+00,6.000000000000000888e-01
7.826415094339623124e+00,6.000000000000000888e-01
7.875471698113209129e+00,6.000000000000000888e-01
7.924528301886793358e+00,6.000000000000000888e-01
7.973584905660378475e+00,6.000000000000000888e-01
8.022641509433963591e+00,6.000000000000000888e-01
8.071698113207547820e+00,6.000000000000000888e-01
8.120754716981132049e+00,6.000000000000000888e-01
8.169811320754718054e+00,6.000000000000000888e-01
8.218867924528302282e+00,6.000000000000000888e-01
8.267924528301888287e+00,6.000000000000000888e-01
8.316981132075472516e+00,6.000000000000000888e-01
8.366037735849058521e+00,6.000000000000000888e-01
8.415094339622640973e+00,6.000000000000000888e-01
8.464150943396226978e+00,6.000000000000000888e-01
8.513207547169812983e+00,6.000000000000000888e-01
8.562264150943397212e+00,6.000000000000000888e-01
8.611320754716983217e+00,6.000000000000000888e-01
8.660377358490567445e+00,6.000000000000000888e-01
8.709433962264151674e+00,6.000000000000000888e-01
8.758490566037735903e+00,6.000000000000000888e-01
8.807547169811321908e+00,6.000000000000000888e-01
8.856603773584906136e+00,6.000000000000000888e-01
8.905660377358490365e+00,6.000000000000000888e-01
8.954716981132076370e+00,6.000000000000000888e-01
9.003773584905662375e+00,6.000000000000000888e-01
9.052830188679246604e+00,6.000000000000000888e-01
9.101886792452830832e+00,6.000000000000000888e-01
9.150943396226416837e+00,6.000000000000000888e-01
9.200000000000001066e+00,6.000000000000000888e-01
9.200000000000001066e+00,6.500000000000001332e-01
9.200000000000001066e+00,7.000000000000000666e-01
9.200000000000001066e+00,7.500000000000001110e-01
9.200000000000001066e+00,8.000000000000000444e-01
