scenario,controller,path_id,seed_offset,termination_reason,congestion_tier,spawned_dyn_obs_count,goal_reached,steps_taken,completion_time_s,path_length,path_efficiency,mean_speed,std_speed,smoothness,mean_cont_err,rms_cont_err,max_cont_err,std_cont_err,mean_lag_err,rms_lag_err,max_lag_err,std_lag_err,mean_solve_ms,max_solve_ms,std_solve_ms,solver_fail_count,static_body_collision_steps,static_zone_violation_steps,dyn_body_collision_steps,dyn_exclusion_violation_steps,total_body_collision_steps,worst_dyn_excl_depth,worst_dyn_excl_step,worst_dyn_excl_obs,min_dyn_body_clearance,min_dyn_body_clearance_step,min_dyn_body_clearance_obs,mean_active_dyn_obs,max_active_dyn_obs,mean_state_mismatch,max_state_mismatch,min_clearance_m,error
CorridorStructured,mpcc_hard,10,0,solver_fail:Infeasible_Problem_Detected,low,4,0,195,19.5,18.4757,2.4185,0.9475,0.0874,2.9135,0.0551,0.1286,0.5744,0.1161,0.0019,0.0272,0.0494,0.0272,37.63,242.54,18.28,1,0,0,0,1,0,0.045192,194,2,0.375796,181,2,1.0769,2,0.0,0.0,0.375796,
CorridorStructured,mpcc_hard,10,14,goal_reached,low,4,1,564,56.4,52.8599,0.8453,0.9372,0.0495,8.0327,0.025,0.0578,0.3211,0.0521,-0.0017,0.027,0.0494,0.0269,36.17,162.73,7.24,0,0,0,0,0,0,0.0,266,1,0.542664,265,1,0.9326,3,0.0,0.0,0.454794,
CorridorStructured,mpcc_hard,10,13,goal_reached,low,4,1,574,57.4,53.7459,0.8314,0.9363,0.0507,9.8318,0.0614,0.1785,0.9598,0.1676,-0.0075,0.0657,0.7856,0.0653,37.54,135.95,6.5,0,0,0,0,0,0,0.0,124,1,0.395796,122,1,0.6916,2,0.0,0.0,0.38405,
CorridorStructured,mpcc_hard,10,3,goal_reached,low,4,1,563,56.3,52.9674,0.8436,0.9408,0.0497,10.1604,0.0476,0.117,0.5883,0.1069,-0.0052,0.0278,0.0869,0.0273,37.72,200.66,8.83,0,0,0,0,0,0,0.0,419,3,0.487145,233,1,0.9343,3,0.0,0.0,0.31282,
CorridorStructured,mpcc_hard,10,6,goal_reached,low,4,1,566,56.6,53.2104,0.8398,0.9401,0.0842,10.6544,0.0846,0.2101,0.9808,0.1923,-0.0033,0.0286,0.0494,0.0284,38.74,328.46,14.62,0,0,0,0,0,0,0.0,162,3,0.429593,160,3,0.8728,2,0.0,0.0,0.429593,
CorridorStructured,mpcc_hard,10,11,goal_reached,low,4,1,571,57.1,53.4019,0.8367,0.9352,0.0518,10.6213,0.0313,0.0813,0.4645,0.075,-0.0048,0.0322,0.2447,0.0318,43.79,193.12,14.21,0,0,0,0,0,0,0.0,232,0,0.413085,235,0,0.5342,3,0.0,0.0,0.413085,
CorridorStructured,mpcc_hard,10,9,goal_reached,low,4,1,564,56.4,52.8989,0.8447,0.9379,0.0501,8.3499,0.0325,0.0816,0.4654,0.0748,-0.0011,0.0278,0.0496,0.0277,46.3,113.24,10.87,0,0,0,0,0,0,0.0,268,3,0.523416,298,0,0.6383,2,0.0,0.0,0.458897,
CorridorStructured,mpcc_hard,10,16,goal_reached,low,4,1,567,56.7,53.7123,0.8319,0.9473,0.0513,11.0164,0.1152,0.2845,1.3986,0.2601,-0.0021,0.0284,0.0494,0.0283,37.1,94.83,5.41,0,0,0,0,0,0,0.0,464,1,0.379325,461,1,0.8166,2,0.0,0.0,0.379325,
CorridorStructured,mpcc_hard,10,15,solver_fail:Infeasible_Problem_Detected,low,4,0,662,66.2,31.0891,1.4373,0.4696,0.4627,12.1286,0.1309,0.1776,0.6377,0.1201,-0.0123,0.1147,0.6268,0.114,46.55,218.94,17.99,1,0,0,0,0,0,0.0,369,0,0.492747,355,0,1.3625,3,0.0,0.0,0.225176,
CorridorStructured,mpcc_hard,10,1,goal_reached,low,4,1,562,56.2,53.2125,0.8397,0.9468,0.0506,9.684,0.0792,0.1827,0.7422,0.1647,-0.0007,0.0305,0.0494,0.0305,60.07,239.08,13.18,0,0,0,0,0,0,0.0,74,1,0.433329,372,3,0.7028,2,0.0,0.0,0.433329,
