controller,n_runs,scenario,completion_time_s_mean,completion_time_s_std,dyn_body_collision_steps_mean,dyn_body_collision_steps_std,dyn_exclusion_violation_steps_mean,dyn_exclusion_violation_steps_std,goal_reached_mean,goal_reached_std,max_cont_err_mean,max_cont_err_std,max_solve_ms_mean,max_solve_ms_std,mean_cont_err_mean,mean_cont_err_std,mean_lag_err_mean,mean_lag_err_std,mean_solve_ms_mean,mean_solve_ms_std,mean_speed_mean,mean_speed_std,min_clearance_m_mean,min_clearance_m_std,min_dyn_body_clearance_mean,min_dyn_body_clearance_std,path_efficiency_mean,path_efficiency_std,rms_cont_err_mean,rms_cont_err_std,rms_lag_err_mean,rms_lag_err_std,smoothness_mean,smoothness_std,solver_fail_count_mean,solver_fail_count_std,static_body_collision_steps_mean,static_body_collision_steps_std,static_zone_violation_steps_mean,static_zone_violation_steps_std,total_body_collision_steps_mean,total_body_collision_steps_std,worst_dyn_excl_depth_mean,worst_dyn_excl_depth_std
mpc_soft,60,CorridorStructured,52.633333,8.731317,0.0,0.0,27.483333,40.33877,0.866667,0.339935,0.976083,1.012655,148.404,107.266605,0.157407,0.132317,-0.005625,0.00378,28.951167,4.270841,0.630488,0.488602,0.260604,0.092251,0.392062,0.044107,0.92745,0.2871,0.270675,0.234751,0.025453,0.005183,12.233285,3.847691,0.183333,0.38694,0.0,0.0,16.316667,51.091582,0.0,0.0,0.017719,0.057414
mpc_soft,60,OpenClutter,54.315,4.950011,0.0,0.0,20.75,26.696208,0.966667,0.179505,0.964562,1.008072,198.443833,112.258059,0.197018,0.432481,-0.001928,0.007408,57.656333,16.604283,0.699108,0.504248,0.285275,0.109191,0.400048,0.123588,0.839808,0.021654,0.314457,0.603086,0.027942,0.034983,11.501878,3.1728,0.066667,0.309121,0.0,0.0,17.35,69.107844,0.0,0.0,0.018355,0.095842
