scenario,controller,path_id,seed_offset,termination_reason,congestion_tier,spawned_dyn_obs_count,goal_reached,steps_taken,completion_time_s,path_length,path_efficiency,mean_speed,std_speed,smoothness,mean_cont_err,rms_cont_err,max_cont_err,std_cont_err,mean_lag_err,rms_lag_err,max_lag_err,std_lag_err,mean_solve_ms,max_solve_ms,std_solve_ms,solver_fail_count,static_body_collision_steps,static_zone_violation_steps,dyn_body_collision_steps,dyn_exclusion_violation_steps,total_body_collision_steps,worst_dyn_excl_depth,worst_dyn_excl_step,worst_dyn_excl_obs,min_dyn_body_clearance,min_dyn_body_clearance_step,min_dyn_body_clearance_obs,mean_active_dyn_obs,max_active_dyn_obs,mean_state_mismatch,max_state_mismatch,min_clearance_m,error
CorridorStructured,mpcc_hard,10,0,solver_fail:Infeasible_Problem_Detected,low,4,0,180,18.0,17.1145,2.6109,0.9508,0.0765,3.2042,0.041,0.0933,0.3599,0.0838,-0.0044,0.0271,0.0494,0.0267,39.0,834.21,60.39,1,0,0,0,0,0,0.0,135,0,0.523614,135,0,1.0833,2,0.0,0.0,0.38844,
CorridorStructured,mpcc_hard,10,8,solver_fail:Infeasible_Problem_Detected,low,4,0,278,27.8,25.653,1.7419,0.9228,0.1743,6.3602,0.1098,0.2397,0.8376,0.2131,-0.0033,0.0282,0.0494,0.028,47.87,629.71,46.4,1,0,0,0,1,0,0.117166,277,2,0.430354,277,2,1.0324,2,0.0,0.0,0.430354,
CorridorStructured,mpcc_hard,10,5,solver_fail:Infeasible_Problem_Detected,low,4,0,464,46.4,44.0303,1.0148,0.9489,0.0692,10.1642,0.0642,0.1418,0.9109,0.1264,0.0082,0.0295,0.0495,0.0283,62.02,454.47,34.64,1,0,0,0,1,0,0.056826,463,2,0.447416,457,2,0.931,2,0.0,0.0,0.438719,
CorridorStructured,mpcc_hard,10,9,goal_reached,low,4,1,566,56.6,53.154,0.8406,0.9391,0.0503,8.3528,0.0561,0.166,0.9292,0.1562,-0.0034,0.0281,0.0494,0.0279,62.65,321.24,28.93,0,0,0,0,0,0,0.0,239,3,0.540046,238,3,0.4505,3,0.0,0.0,0.457882,
CorridorStructured,mpcc_hard,10,1,goal_reached,low,4,1,565,56.5,53.0581,0.8422,0.9391,0.0496,8.9691,0.0452,0.1251,0.7143,0.1166,-0.0027,0.029,0.0497,0.0289,62.57,138.05,26.07,0,0,0,0,0,0,0.0,65,1,0.403613,380,3,0.7204,2,0.0,0.0,0.403613,
CorridorStructured,mpcc_hard,10,12,goal_reached,low,4,1,562,56.2,52.5747,0.8499,0.9355,0.048,8.3278,0.0275,0.0679,0.3986,0.0621,-0.0026,0.0273,0.0496,0.0271,63.86,131.2,26.19,0,0,0,0,0,0,0.0,301,0,0.525745,111,3,0.8292,2,0.0,0.0,0.477293,
CorridorStructured,mpcc_hard,10,7,goal_reached,low,4,1,563,56.3,52.4657,0.8517,0.9319,0.0462,7.0245,0.0147,0.036,0.2867,0.0329,-0.0036,0.029,0.0494,0.0287,64.38,266.33,30.14,0,0,0,0,0,0,0.0,355,2,0.535657,355,2,1.0053,3,0.0,0.0,0.413268,
CorridorStructured,mpcc_hard,10,11,goal_reached,low,4,1,566,56.6,53.0547,0.8422,0.9374,0.0498,8.2138,0.0449,0.1294,0.7471,0.1213,-0.0017,0.0294,0.0494,0.0293,64.19,410.51,31.43,0,0,0,0,0,0,0.0,234,0,0.410702,232,0,1.1113,3,0.0,0.0,0.410702,
CorridorStructured,mpcc_hard,10,15,goal_reached,low,4,1,562,56.2,52.9315,0.8442,0.9418,0.0514,8.9405,0.0494,0.1231,0.6742,0.1128,-0.0047,0.0277,0.0494,0.0273,64.88,136.24,26.31,0,0,0,0,0,0,0.0,242,2,0.509726,244,2,0.8986,3,0.0,0.0,0.450534,
CorridorStructured,mpcc_hard,10,13,goal_reached,low,4,1,569,56.9,52.5603,0.8501,0.9237,0.1147,9.9392,0.0559,0.1272,0.5792,0.1143,-0.0037,0.0291,0.0495,0.0289,64.48,168.23,27.25,0,0,0,0,0,0,0.0,209,0,0.437011,119,1,0.8348,3,0.0,0.0,0.2,
