scenario,controller,path_id,seed_offset,termination_reason,congestion_tier,spawned_dyn_obs_count,goal_reached,steps_taken,completion_time_s,path_length,path_efficiency,mean_speed,std_speed,smoothness,mean_cont_err,rms_cont_err,max_cont_err,std_cont_err,mean_lag_err,rms_lag_err,max_lag_err,std_lag_err,mean_solve_ms,max_solve_ms,std_solve_ms,solver_fail_count,static_body_collision_steps,static_zone_violation_steps,dyn_body_collision_steps,dyn_exclusion_violation_steps,total_body_collision_steps,worst_dyn_excl_depth,worst_dyn_excl_step,worst_dyn_excl_obs,min_dyn_body_clearance,min_dyn_body_clearance_step,min_dyn_body_clearance_obs,mean_active_dyn_obs,max_active_dyn_obs,mean_state_mismatch,max_state_mismatch,min_clearance_m,error
CorridorStructured,mpcc_hard,10,1,solver_fail:Infeasible_Problem_Detected,low,4,0,82,8.2,7.7624,5.7564,0.9466,0.1089,0.6828,0.0984,0.2215,0.7247,0.1984,-0.0042,0.028,0.0494,0.0277,35.11,213.26,20.18,1,0,0,0,1,0,0.0325,81,1,0.510678,79,1,0.4146,1,0.0,0.0,0.510678,
CorridorStructured,mpcc_hard,10,3,solver_fail:Infeasible_Problem_Detected,low,4,0,220,22.0,20.656,2.1632,0.9389,0.0709,2.6811,0.0097,0.0267,0.1211,0.0248,-0.0004,0.028,0.0494,0.028,51.1,495.14,32.57,1,0,0,0,0,0,0.0,,,1.009091,219,1,0.3773,2,0.0,0.0,0.623644,
CorridorStructured,mpcc_hard,10,5,solver_fail:Infeasible_Problem_Detected,low,4,0,517,51.7,48.9797,0.9123,0.9474,0.0665,8.7242,0.0606,0.124,0.5137,0.1082,-0.0046,0.0318,0.2246,0.0315,38.09,477.17,20.99,1,0,0,0,1,0,0.133265,516,2,0.341139,516,2,1.0058,2,0.0,0.0,0.341139,
CorridorStructured,mpcc_hard,10,7,goal_reached,low,4,1,563,56.3,52.908,0.8446,0.9398,0.0473,8.4291,0.0527,0.1544,0.8582,0.1451,-0.0022,0.0298,0.0494,0.0298,36.81,145.77,9.03,0,0,0,0,0,0,0.0,381,2,0.420904,378,2,0.7513,2,0.0,0.0,0.33421,
CorridorStructured,mpcc_hard,10,6,goal_reached,low,4,1,573,57.3,53.6719,0.8325,0.9367,0.0905,12.3939,0.0819,0.2049,1.02,0.1878,-0.0047,0.028,0.1538,0.0276,37.67,505.23,21.09,0,0,0,0,0,0,0.0,155,3,0.367542,241,2,0.63,2,0.0,0.0,0.367542,
CorridorStructured,mpcc_hard,10,13,goal_reached,low,4,1,578,57.8,52.7521,0.8471,0.9127,0.144,9.6827,0.04,0.1002,0.5843,0.0918,0.0008,0.03,0.0494,0.03,37.44,90.62,5.71,0,0,2,0,1,0,0.000339,218,0,0.4111,221,0,0.6834,2,0.0,0.0,0.2,
CorridorStructured,mpcc_hard,10,8,goal_reached,low,4,1,562,56.2,53.1216,0.8412,0.9452,0.0501,9.991,0.0558,0.1378,0.6287,0.126,-0.0016,0.0281,0.0495,0.0281,38.82,115.95,9.67,0,0,0,0,0,0,0.0,150,0,0.438031,148,0,0.8416,2,0.0,0.0,0.319781,
CorridorStructured,mpcc_hard,10,4,goal_reached,low,4,1,580,58.0,52.9969,0.8431,0.9137,0.1194,8.4891,0.0215,0.0542,0.3259,0.0497,-0.0014,0.0291,0.0494,0.0291,37.92,132.46,8.82,0,0,0,0,0,0,0.0,351,2,0.367622,353,2,0.8431,2,0.0,0.0,0.224143,
CorridorStructured,mpcc_hard,10,15,goal_reached,low,4,1,563,56.3,52.9299,0.8442,0.9401,0.0507,7.978,0.0417,0.1053,0.5168,0.0966,-0.0015,0.0293,0.0494,0.0292,39.57,150.97,12.26,0,0,0,0,0,0,0.0,256,2,0.372039,258,2,0.5542,3,0.0,0.0,0.372039,
CorridorStructured,mpcc_hard,10,16,goal_reached,low,4,1,567,56.7,53.3263,0.8379,0.9405,0.0504,9.0035,0.0585,0.1518,0.8099,0.14,-0.0028,0.0313,0.2293,0.0312,38.13,116.44,6.8,0,0,0,0,0,0,0.0,292,0,0.369171,289,0,0.8818,2,0.0,0.0,0.369171,
